OK,PK,LN,SK,DT
393776,848955,311020,722250,838978
740057,596080,784499,634736,458008
483662,71724,351490,639538,179908
902980,935962,687606,891783,135561
211444,476404,29663,894378,964771
79365,665656,965361,229718,827491
220079,45355,464827,389023,73160
984779,427518,42485,838942,264657
827340,697361,920149,653961,261266
263122,541987,513862,129860,96299
319407,383634,232699,290733,97323
258192,59120,295019,969786,383565
548026,837386,582200,393595,780677
535112,470793,218153,414620,366039
184736,156984,164622,565001,773935
243781,526372,564442,900518,708947
364428,90239,343217,807840,238500
687877,503973,250145,391987,494905
940570,645395,15789,973865,310622
417391,529535,98776,294739,594821
99767,568946,803593,768237,522926
855413,107021,558633,384789,726269
938645,682082,704934,483291,531981
940822,77762,355231,67277,663738
855872,237135,722420,830025,132058
168573,828983,410917,675007,712176
908452,205529,791077,450582,400232
743231,492929,200986,108844,516529
511274,851279,92092,547406,643879
607917,558494,335176,737887,157883
934161,723847,115956,998633,759754
523389,281900,432271,972645,405224
773256,501160,243144,44793,580591
721851,912235,829777,756157,863976
299844,721252,225986,524253,937167
967001,200329,618204,927935,684876
44058,802908,983955,576712,571707
615277,267766,48503,506063,216228
878822,962890,599311,456946,912538
282877,607396,171372,427877,354775
260708,712904,92549,396036,601624
876794,38697,179232,670656,691645
329239,89312,889904,249248,602703
29187,733886,365993,90297,815711
627757,405630,623554,388132,665010
826628,403160,787971,620968,374461
363684,884754,412594,680029,858200
427523,616640,539646,838144,39069
663774,247843,797975,781522,237862
429410,114210,367487,739812,208903
770165,100805,195005,539364,646263
257391,204597,953607,600130,759049
305457,444379,115513,703924,103627
344066,722050,881593,176208,644190
473432,758231,194347,300828,457117
554286,525153,327987,469854,655840
770101,235663,417709,448087,502676
921446,57594,150203,920745,593086
417510,252801,281893,20651,460248
551101,849723,508095,290500,593104
631477,593825,908958,556138,159180
761361,940901,226531,498533,975576
171203,906982,800693,153414,811557
270947,198563,663584,156212,716477
415497,565641,987858,17691,90358
706702,262116,820271,730505,273020
593220,996829,83553,971336,358465
377121,644409,783078,362130,427398
30343,126882,573333,912753,647240
642043,786871,807097,764224,773353
131518,64608,167344,678984,31108
749064,643446,820784,977076,737474
436978,276621,315112,792934,523863
303223,432969,506470,176486,557891
474538,976025,193844,291439,429531
841101,612564,964946,545476,992933
753274,325269,103378,271396,570311
545973,327211,998013,237850,173377
408090,747265,370689,433263,734125
369159,628392,18522,69811,542308
142491,100023,509841,282859,111491
866263,658345,838881,900710,828374
611574,992200,101868,437439,895914
98343,442096,796823,563132,135068
118543,172509,369692,532202,560413
643900,320789,254704,862392,252288
361181,202981,135924,967855,958913
525070,393701,473433,655209,166598
955669,791422,739546,638498,575595
163754,739076,739880,657777,349292
909189,614641,757462,820536,542238
465472,301270,834365,612492,193988
64809,892853,454925,986674,550822
167037,854670,337614,181117,182375
387801,422452,505622,514814,744135
344955,473039,976498,811659,999500
798723,943017,961519,985491,402750
114334,448207,348678,596326,802208
126326,468526,514772,406371,315702
474655,620259,358506,600056,983134
795134,680336,988057,835953,706694
978719,818515,89344,198929,297325
609314,394436,971419,927996,482929
452175,568843,241869,861369,509268
628708,775066,34446,519593,879578
728391,320364,601415,849274,189693
86509,653469,837693,676427,18633
620844,393841,88787,641266,787243
479177,407791,69066,632241,377786
885143,80387,325086,41743,337674
71372,179818,230757,337268,481076
574677,285410,622538,882252,54047
123978,48336,298392,17137,976503
601912,869956,109602,343769,543672
871859,494365,513148,939903,13325
54715,621328,920501,332382,279323
198112,744051,890585,250659,481658
903846,496765,869456,762833,678284
618349,741194,256516,976844,528225
325584,237555,750363,357390,508701
726877,492928,595211,811261,501703
615342,426981,85940,905165,741905
562506,760627,726989,455663,777215
908246,582208,963495,543891,543847
60926,536536,817181,416193,84912
878772,33086,512499,983229,247315
49701,87515,356374,457413,562392
453357,942970,285899,222237,852311
755291,979536,283899,530562,210030
220406,952847,515205,416455,350058
460497,832804,556277,637276,193076
104956,68256,590228,231589,30064
596413,631433,671678,565759,490998
825136,469328,966226,932592,879162
41024,56343,142136,311441,854277
707872,273726,438110,609103,31206
588336,641662,671431,123328,251538
973241,986986,435828,743852,710643
953319,128822,351305,577669,499149
432871,749182,837080,40629,603927
968778,740326,704904,652230,469222
248553,645502,699393,192317,903229
107774,616518,360101,177612,299043
269706,556939,679691,881374,589023
508683,308370,509942,268791,611018
756250,402768,993488,157286,250340
541121,456377,838548,598245,867400
126095,263735,397765,732252,606029
41088,831683,819643,522162,29807
802775,657043,76613,371198,382628
515735,213887,144698,259304,163786
266508,941575,207689,462494,530374
411066,392938,439521,530357,492831
400704,773861,766292,961137,338686
912796,416197,328706,279392,651578
492078,512399,754686,822821,846412
868963,299658,709520,96140,74002
771261,970151,467886,623135,529110
945888,467573,617495,256065,33495
884649,381668,170729,222493,280804
594175,85549,438505,38003,838837
160817,377963,954540,223553,670862
602857,717914,155678,725948,531700
981606,557857,532992,732826,712519
357115,228326,196136,380599,735929
766991,163872,807203,417303,289925
185816,772862,720063,248361,16583
570425,124768,869906,678807,600866
716443,444165,650351,544902,828596
836874,937728,41910,817707,408890
237464,99916,209162,734853,136875
975144,948697,357078,879661,151311
598779,794759,187117,143968,600648
109693,391152,697338,70655,689779
916394,102818,771557,354387,953652
743645,702332,686632,557114,474355
64127,213657,412073,768387,531237
727364,180723,56452,122438,835541
481726,894104,642009,109606,934593
608609,632251,824959,800502,432270
763102,44503,824309,761517,940433
605373,198890,884455,375513,748848
521224,783121,168498,63342,449527
145728,138107,883271,227302,59844
77003,727268,811557,870549,117334
858598,478402,349914,28816,365231
81057,47220,430979,461162,364798
191851,342490,732260,733460,402520
34999,898410,833040,295228,232087
10637,23949,510344,479162,197943
617479,63633,380157,554615,143286
701424,834450,914644,527617,357651
521928,636868,934761,709823,468791
927514,546073,618523,831977,159750
193667,940646,551365,495641,451567
854799,796046,245880,849278,204418
533212,469195,977104,740904,332633
199789,556208,640635,567644,656568
760925,59026,295754,107969,246876
286903,542634,460627,900102,707223
440039,453213,214014,511766,348778
544968,616508,494286,254656,881382
480801,374160,488168,334576,330752
200909,72083,365991,176433,905226
595395,866601,344412,327816,485907
772941,904071,307681,591113,531296
25913,121186,598693,28979,555881
836336,465185,352052,124177,58249
996454,329841,419268,367805,983249
738203,409991,866556,610777,559533
429342,628615,323709,957635,551533
848278,559814,129234,123666,619570
394114,150786,139000,786418,715453
824317,828792,705570,865074,465585
125537,723460,288651,879495,632060
25817,648466,93842,683325,176277
555106,676500,667278,865673,114194
394552,691978,165025,419169,67056
263814,816451,962757,122923,864954
660173,282700,578724,769741,291775
773055,540323,984921,146941,654988
337492,73563,867346,707338,374740
648662,352745,253176,733705,381674
646720,342042,335813,283477,718445
357330,28697,684008,234926,382763
357334,508281,671403,562801,474558
966476,952684,875822,69085,313890
608414,219281,300196,953001,811775
924974,894761,398706,798264,13730
215225,645885,595908,377726,503248
319986,336610,121157,442647,767712
370753,910953,791404,722592,449956
39788,582693,731233,399664,398519
953255,502255,895123,260524,398095
47842,584778,252419,149738,923132
698165,551251,564382,641411,388260
961324,460257,509811,229168,853988
186445,765862,177217,974758,407552
352175,253084,235012,321077,436001
626755,785731,708238,444709,613322
959792,334405,937251,52037,817825
914867,556782,422393,742690,220393
733762,509755,451824,620397,88061
768400,723396,242056,252699,132073
117121,721869,158452,311462,218796
852158,301862,800096,517454,669237
417316,654357,567770,874603,162718
303426,883470,413204,351048,45700
716392,616695,615889,631369,873968
188437,501646,171729,57629,917668
643962,143189,330495,537497,358189
54084,310314,511901,625485,62796
154735,931210,511457,269555,574731
914410,426142,103932,856135,200478
188013,802361,425465,307527,550817
332490,240277,912117,62253,353900
17017,829314,977910,199584,202187
546677,481593,502687,630267,250896
39900,743425,219940,338767,723293
822903,691745,837307,607298,235142
322872,951819,719646,255685,863305
698899,174233,90174,361732,670886
530784,885379,860718,171214,170325
52026,886398,906038,732952,564797
219429,246736,807642,988671,140128
705389,87262,441771,282970,914674
181518,813489,283137,988124,179579
889310,997561,850719,735301,309472
146415,154603,225121,984104,127500
902475,443899,399182,319275,233827
692735,464476,883108,434095,395766
576222,28772,329296,929675,260527
706567,498000,494226,573355,891723
486933,733178,44264,131812,125901
183873,777907,862499,309547,492721
588612,34618,222937,350804,868748
169762,382825,922048,375837,579144
918680,369809,696359,295416,724352
645458,536309,226150,561247,215471
162384,590073,849492,241577,957393
879121,98846,600937,653812,604656
709615,292011,78513,579602,651826
654814,636441,34182,930295,640616
433150,743210,987348,448965,373189
707275,285660,971771,694546,709335
167544,869840,756272,873814,631322
703996,441532,947612,379817,481643
559859,868199,821282,710458,443257
709701,545402,33578,958985,597194
286354,250461,814871,257944,977091
430359,836611,955507,233837,817316
370061,309594,591533,434698,299031
14978,612257,153147,132195,991257
886773,136231,545412,482356,368401
681174,296932,482746,927003,532997
266153,150553,152200,798411,345908
97337,425657,414373,159338,976879
486817,683290,139165,169434,195564
979123,841572,711610,680639,759208
124674,582981,62049,211129,661610
148333,919875,72553,553485,579224
167240,266479,424324,67018,237540
640811,100656,267164,897729,628703
724253,54666,820657,929369,378382
390477,428464,719202,925184,578792
757827,422730,303870,784592,105114
708756,359208,357290,521041,982266
855820,216054,841734,927351,454205
762777,525257,336947,136649,155779
325227,664589,640456,603886,874957
201142,726799,231896,906016,40638
656376,945744,225734,775050,815583
317572,292751,102943,719066,687117
683321,508397,82270,562536,784657
945172,344703,577357,500293,996461
397127,886348,572165,518752,857582
66718,134253,704112,880951,498208
365135,142985,541359,13524,980830
771576,788979,832125,315701,305091
855994,67052,933276,879678,488959
627151,918101,393285,679313,58987
355068,258690,257406,974019,853619
246820,399530,948648,173326,773961
742933,976213,134648,876981,99670
362691,133522,408597,397831,971894
419945,400529,899338,339749,765131
263543,168791,433720,479729,908472
850865,981779,402956,401942,239460
738938,702876,570575,499244,122358
97920,528038,702527,799110,873198
879664,486571,125929,564350,517334
70631,455064,391721,160065,922306
96876,546412,508541,149167,489274
458165,938784,410276,804227,625533
555601,467589,88649,362726,175861
183236,416504,738262,62338,747033
552806,190537,397862,120687,421247
404092,716969,756878,485974,212090
66454,882889,266666,246319,312328
109306,656871,907544,501540,640091
567879,456121,900716,59028,419398
850444,876854,12634,233768,422948
811254,25074,841850,172711,906196
829315,969262,893760,963724,469493
760729,301718,511053,256528,84250
739693,275219,469133,520292,688392
638398,191149,422524,49295,501916
599786,174696,427886,171009,330956
470992,782869,997584,332425,773152
186535,783442,728307,928484,118142
113909,598440,50146,426768,83835
711622,755019,405626,961118,169422
863334,623024,352016,73374,299570
134921,218551,262190,878490,500755
495983,813011,702593,897150,821561
196899,434348,411197,153748,212096
84873,804047,115968,384531,233877
474262,996429,616525,287423,214412
614879,716211,206488,443129,438387
752210,595558,751764,795814,207163
334461,550458,100092,966990,732736
864056,718400,772844,397873,479264
565770,549705,279050,46839,349674
32123,355696,217225,143992,240237
691029,314921,602003,200391,895171
935289,155767,588161,117176,715789
499620,271679,42463,521043,923020
180119,722993,751085,754127,419962
784141,22609,620592,107793,962361
141702,142057,926699,506093,13609
987750,959608,763228,435023,50742
829325,746281,962292,791764,574085
523235,790732,968662,136748,472671
551129,768570,686943,173867,384730
463929,102450,804043,166043,119482
433784,367399,887932,921397,965954
910836,845108,643821,655838,663516
94667,966240,792974,913283,460185
796742,972032,466272,51452,421846
488124,398811,207600,702736,960910
636444,699555,450971,737782,422923
313227,646123,571759,721569,238229
422014,575862,293632,719553,148853
397962,506355,632174,29485,129607
218297,780340,922344,988430,921610
542392,54532,654552,118421,600361
298384,396067,141302,566796,993225
493895,254611,231313,449332,672519
692983,605631,253488,960504,360773
973295,936450,563313,736941,952229
438841,24371,759755,264725,963206
404972,798398,442200,990224,91392
398491,525030,678410,131451,557747
546588,920779,419718,633797,98276
390240,18475,722281,441784,694680
102059,152525,954491,98431,834599
838778,517769,850822,765942,819627
827921,211214,386857,175478,246525
492632,172868,986311,50521,919815
250631,121053,45573,498877,859787
947061,574778,525021,209737,833620
869940,492913,868421,206337,484699
419318,339508,260057,907118,128037
626301,661730,979229,471499,364425
29797,161383,634105,853894,878355
331367,134542,664009,77267,815731
181704,374866,152555,334489,664871
997954,396692,190991,161982,779572
810846,849446,415924,139991,514505
324522,538263,833857,890824,700455
558247,115970,87455,599135,666074
328360,232265,834533,630669,147477
53676,836935,410398,262622,571901
867116,482540,228644,442604,339152
250892,919979,417652,87400,43772
705662,524855,65913,543366,376084
827015,24027,36945,703067,569431
263898,198517,108210,552865,883148
639773,848607,58036,951133,297101
881147,445105,194644,103916,634863
325738,452390,893967,468141,199182
145195,946095,729221,555839,950770
591591,901189,25865,880417,674571
43199,211794,583052,743772,387921
837982,91110,782716,507394,428704
73176,302333,142078,654832,376464
604319,181515,163473,210446,22304
121689,544506,287876,860094,387528
914486,560846,452800,171925,983410
683607,171305,148376,980220,78281
230654,41976,25122,888128,503538
215649,606741,696572,347259,313763
234785,303523,526376,409121,484985
378240,220681,38820,92160,191753
937919,514771,106123,161975,607350
188920,624319,28154,549089,171223
346965,695299,96515,772242,240403
927174,41895,458199,770047,701968
409106,212059,28315,717757,86894
317913,603078,376677,185059,155766
157893,426294,46686,688161,313744
162578,929919,209517,298761,452239
320493,119486,533663,164735,244838
987935,941253,385733,408079,363162
903697,253541,665613,219109,332465
723988,928698,590332,193512,576286
895240,798398,865477,661002,569856
846100,908230,859196,468062,474886
120229,366353,377023,518908,284686
767299,155315,639169,355409,116555
977683,245365,367187,554975,26243
843632,587611,458048,453381,805670
720118,190363,893460,452245,94961
73813,703623,417296,334570,942929
223750,592881,325460,635839,974121
780749,23463,494104,352765,319460
684536,616347,509435,907366,483489
486773,490117,35795,463123,711389
431661,222444,487472,906929,232976
206636,483188,685425,89745,617961
657700,152331,695423,487188,35213
239669,147208,506616,351372,47118
683255,287827,321746,182816,378023
571301,298472,724716,538950,752747
889782,832521,419672,598239,969093
502777,213010,900393,145811,965970
930515,914593,469514,134552,591258
475899,355839,417125,427502,925167
206384,216301,523860,224376,933738
673509,667388,714570,325131,191596
659040,170727,961668,964680,366890
988737,548305,751561,19805,887617
967238,574414,67089,122665,677512
920151,999002,72063,234383,805699
754149,217617,672125,120309,798471
467029,148946,81869,841596,842613
319223,550284,370645,189819,823621
480745,359584,273559,200162,886676
679283,322166,808487,649099,302100
636714,410198,734448,284913,376220
128689,20986,940516,46723,35211
363647,59135,156311,505464,234620
406868,536555,672741,680836,402220
971748,711196,399065,66613,353626
727227,518240,394416,543886,731348
787212,778837,701062,925897,155653
251762,689674,440085,483072,961683
689631,622150,156561,445392,387382
189418,875420,955450,967736,281010
581886,432167,282161,383553,913643
987939,606166,870090,156752,759907
131598,678339,458755,356065,360579
529723,23219,826592,774086,808657
157327,629531,819137,138992,770071
728093,996383,837518,667193,903663
140647,918821,980068,827558,77052
761194,408421,281864,488745,308103
138980,82668,144147,866857,455141
30930,150367,69360,620220,380748
814996,156764,976634,847547,233480
420795,97538,338227,965766,314111
334268,395676,658626,797391,374924
14592,391334,996154,588240,604808
852980,352589,234177,514327,433511
730243,210991,754742,593347,219059
29882,709955,168002,123513,15172
689413,692220,578796,715791,833432
486748,979006,960415,524310,354726
592487,109066,312291,710262,214258
743390,882392,85237,373694,600609
546100,503583,135788,243177,93632
854001,347590,561135,403047,194333
758128,813465,332818,515569,185741
231979,279632,783793,210537,555094
867215,900899,181380,387459,665084
490719,63951,252691,732726,473364
542111,117899,848874,419763,896240
824674,425306,31663,614897,105024
269302,992786,605625,395077,588586
367663,343823,683697,871426,296291
750376,789503,265230,984938,443010
244960,213237,699123,644469,633082
325387,770795,18070,180267,442795
442075,96321,806859,689385,512106
93577,817419,456790,812759,866879
764165,683353,186521,402176,716447
24488,21376,109937,714762,578749
332649,540737,651181,516664,203575
295353,421104,236307,18632,748526
596958,353358,311231,830741,395775
251761,39230,309289,508265,383370
368642,956408,248502,802125,53725
879559,716231,305801,326667,494500
353642,942827,580105,336108,725613
61954,752022,850441,648051,928232
434173,174976,798615,39342,773026
77581,255444,197721,487452,198289
927709,426661,653319,996694,131104
441855,843826,144468,724783,485074
416676,81181,288074,179886,388113
355219,61794,357564,918219,791937
682120,474864,836942,633799,201525
490364,887591,500730,100613,795613
932985,128716,394809,117757,182419
407601,663069,229726,588053,507352
158957,422062,624743,462334,566514
839926,364293,944439,189656,492865
115696,375651,294519,134314,688168
123805,384321,267418,517286,825042
146461,87703,583930,71801,949705
703609,758258,864573,118323,755823
865655,54983,404292,82372,505474
909675,376551,793472,843224,451864
939615,683733,695714,297737,593952
600257,876839,724066,779933,240040
959757,501991,74357,50897,224466
627830,469230,729442,290955,952172
463758,540014,45592,604564,782046
387540,285066,63094,940039,762357
108152,425525,891041,622632,251283
423114,948775,410547,650136,917718
341268,929098,275560,366699,471300
879868,972886,435885,57512,599322
129504,490786,717146,648727,642214
292781,199722,281077,886113,459975
544632,153950,821688,814559,243042
398447,23741,896673,749241,101908
842175,251723,720489,509433,410734
626080,85852,416651,544153,652396
193173,995966,153282,185378,62515
209234,722042,848059,604445,796241
378114,896316,559575,880257,578889
991002,423294,458071,365048,932620
680317,984985,737654,674626,597739
936457,196585,918580,191917,943514
420511,356974,78430,89141,653850
78799,658348,778272,307849,183049
296577,197810,462066,28673,292263
327744,314944,642426,74713,606682
433945,347643,327360,887233,822825
337771,875254,838036,982163,991898
170718,289357,844270,25562,828341
348371,998556,793760,279702,651486
278935,690830,685131,245749,855709
762213,935862,746925,898759,926250
445197,976461,876608,41944,408166
605681,440556,256896,536075,217218
465372,423153,590591,409529,263426
852310,889584,807992,824561,660526
321324,518732,168653,243705,842457
691319,295761,860774,159068,433003
455990,486377,107197,204016,406375
475034,525931,711376,308953,735794
971250,542864,323844,794427,338329
503917,640134,402273,32288,596082
64721,846651,506991,67807,354373
941559,763216,519745,864336,660706
236313,686259,454992,547505,153389
539171,404540,946742,959574,979003
287934,624484,453757,949278,819676
977467,257929,58952,752331,463862
260373,794724,385029,680140,785811
238885,874543,396913,578452,15006
998092,439328,767631,348919,213339
145076,839714,526639,87319,999476
364868,722658,582108,591391,680014
693837,688418,811569,804949,599682
314848,494875,779736,376283,202895
383331,991131,717292,19635,943772
927451,20208,711444,67566,167588
395617,209000,885159,703909,860298
826243,304283,643846,344420,92064
553258,674591,297787,337702,658221
566092,920046,779878,483181,337486
561866,209237,313246,881316,375694
643528,682474,859582,564877,138506
474229,385574,722333,785986,552731
107918,764312,733794,762288,946964
763536,175744,404199,667968,999269
10928,452917,972131,896242,951269
381372,557434,317647,129618,879879
481060,797789,322787,31217,24135
328982,957993,816857,525770,165112
520693,149382,514318,90327,436307
864358,196621,570702,860125,430513
489424,319927,691601,11477,486008
843749,618276,270258,211551,641460
370583,734390,420808,56318,739322
19503,797642,33415,358432,331331
447092,951830,549528,943900,766671
31295,844811,139647,470262,129693
405861,555514,876336,275507,871767
244432,65665,613397,400469,937148
36472,738695,404199,160060,203514
