OK,PK,LN,SK,DT
914481,226169,429101,312339,286716
84994,770448,333749,721913,434679
424614,671140,114905,606862,622826
580577,972195,222665,870418,408501
110856,970670,83101,698125,676190
942601,154684,805505,67999,169826
705617,835156,403918,338523,131106
433370,674084,353737,601581,30037
419647,583169,805538,183843,933616
890153,12314,544285,838039,85837
338073,38103,161371,97331,873686
684045,553265,373182,792712,158709
474495,652215,539667,698075,252859
73327,676441,241037,158160,610339
51551,279760,125393,506896,643165
549159,150924,927562,479610,821801
181949,773646,413127,14649,58722
879101,693330,986169,719778,369822
222028,746574,701725,297249,720795
680229,368301,501917,140866,441563
945652,209715,662193,575862,501531
394918,700597,757501,620055,859280
548145,516357,193826,403058,888432
311644,417064,160786,437141,276046
150177,809425,25919,979895,501929
678542,10615,139101,524459,549736
287193,855751,203031,451643,426307
751495,884889,13787,242187,687075
700459,899440,443926,355776,789933
330361,315262,763822,506578,232369
382673,64727,926833,813967,76062
313942,560867,665801,242291,575101
727573,501390,175761,737055,534431
60729,451300,516953,869878,414912
543341,897930,294432,322407,980435
985817,486520,931912,173936,315267
796782,115476,315880,232916,665167
857803,178866,966439,411743,508162
281476,676564,494868,915776,612715
615930,857034,473850,719054,188140
181157,456221,990536,31342,759317
905247,769925,404939,121766,851551
98055,407293,433628,389451,726989
192960,483770,401847,629157,876804
152312,823108,269554,449533,827382
38106,833122,84840,358326,114849
118572,506580,439782,666912,160075
237247,532658,351534,884225,595454
462598,851877,290918,366973,176674
50355,799069,486113,138029,137136
798570,997265,598432,601130,852295
918382,141803,752640,532831,888948
948836,317744,433771,295564,762046
769343,263245,546257,367197,190966
625149,125435,646754,553420,18012
147329,598042,931603,994198,760179
325313,324559,224262,922333,144258
696578,571897,407309,24287,49588
342975,562152,772203,917607,242775
97712,707447,728518,583504,179345
367553,696216,394389,832495,245791
748705,913937,273653,262201,490349
396755,706569,254957,163515,47542
346275,214609,533887,848497,546392
636282,206677,432091,156850,27214
429808,769820,371553,288943,214193
303124,269732,521135,671991,438992
92785,231230,251503,508328,889549
413397,682695,921634,390881,213847
771524,87242,625346,465012,822565
21265,732366,851135,51041,392550
325732,559195,760114,368879,263714
748595,739706,716048,39701,811205
261053,160035,788593,58457,756362
95375,579452,694670,67559,697747
332417,866021,860679,959520,100083
568193,323923,579417,466552,527102
124587,830309,638108,626612,980076
572574,853611,543214,398082,187770
370446,986038,191677,506349,339998
43626,824460,356353,595616,724420
642547,251157,429284,682784,294431
127282,414984,147887,286458,692450
864263,682585,764338,55913,685939
791275,910921,31285,829955,537098
750340,565118,618973,560441,862502
461311,112188,99284,186540,344719
104883,10006,597154,276041,80084
865680,532035,727081,813348,500759
518780,630539,719495,94764,823165
35716,421426,505096,426317,34801
948185,692378,93506,102757,507065
577218,537287,285800,470369,396544
741744,16317,213046,298212,373541
275021,784598,348907,454629,217163
961871,119761,253813,352343,319644
770766,475304,475202,973917,112454
646831,442816,440733,384678,780587
917522,713070,144529,79631,296994
811300,60300,497644,954095,932629
453307,774260,203767,241908,755535
138928,10134,925491,520268,800671
321561,865893,42657,995388,514930
479855,429359,142468,377685,775879
908342,849792,848390,212566,546554
88272,232495,861330,842885,723564
138455,836864,981651,506853,120827
730674,283272,221425,524282,907280
843510,290905,531365,121299,598447
227543,476865,715646,73790,656456
65859,50989,893067,876293,337667
734705,388430,672847,54020,671813
277258,911359,319481,65026,598474
802920,329372,608786,872042,269784
780322,816389,256822,316059,562031
310017,388059,293361,250032,438215
898522,664269,972493,419425,498985
546704,777178,605484,134276,867943
503260,861253,543872,562807,881813
291310,87811,640871,269151,370665
644112,570674,218122,152983,224249
922259,835248,235699,692394,147620
564296,262496,265931,303026,313968
489725,212741,166659,15460,564531
492687,778148,47788,809768,972568
413643,603286,708515,821487,725363
395456,545871,636527,504376,210179
534789,99062,547014,413865,432123
91908,163027,72317,127789,218452
321910,65342,569147,728858,586084
996267,911267,330889,678062,557451
938852,224509,748490,478225,862913
188689,675785,441440,554330,218255
654524,665048,476647,826885,112565
569644,351471,878120,194149,159564
528722,932171,866176,914017,779978
733610,218993,743584,477578,455284
736997,232678,655599,904008,780598
838625,422808,519180,582144,68803
864554,618849,904541,584622,767885
545556,751273,98478,333261,153573
352030,733107,567937,13895,414222
898746,871465,138557,185223,623261
666203,284573,98751,390001,729099
130271,18865,709815,927926,560261
705194,617173,934863,197214,687989
731210,896266,963835,298243,251425
324975,308903,809857,664473,640170
597614,649706,529093,347632,572713
186422,835693,185425,92819,682645
785109,382701,777507,770005,527096
291065,303671,441196,646270,450733
764178,190009,128632,619346,522902
818093,383760,619195,510802,584786
972055,201458,766263,209314,343161
437766,379538,22623,220227,637080
679569,754792,457422,842693,151726
200377,434507,379542,602262,819182
956926,816772,521481,124191,825962
698536,207530,378533,193541,574509
299455,137490,929641,559733,489149
616999,929920,266964,267862,744252
506644,911531,310272,745134,963832
346440,89906,781323,555601,244066
841070,770973,783134,648011,193182
531331,404227,366999,169393,645329
805185,184571,24426,482384,744916
482294,722039,431853,689568,160742
156537,363366,736613,485399,102498
132914,50643,516705,508970,621826
347395,326671,685007,696189,515510
845962,325371,315369,956286,521312
729043,297152,559819,175001,975095
970249,274573,898970,751516,651651
510860,785032,961922,921844,904267
606587,430019,530698,275932,767282
583053,367727,221201,771886,712186
397018,514720,807515,615042,372383
207371,540535,476140,190228,794986
595326,389760,717520,479611,587114
205803,42251,487817,575711,392308
907366,446997,592420,504653,274819
865517,395623,621580,35721,845086
36882,408209,219504,466815,962388
394698,477174,423038,405787,491175
147549,721952,238509,261378,765022
635293,971054,996438,909021,268955
739876,697223,189221,148225,637153
193229,431512,327078,128014,252854
700973,890065,770658,190349,831849
475042,327720,489052,897421,516931
819574,401732,67298,522540,376748
889387,261289,683836,125895,868522
760511,977245,431508,162299,430703
950479,175649,917841,894635,744678
43443,702285,118303,841404,627585
132811,282649,449488,630324,881300
370516,286019,828318,26040,603870
49980,776443,605727,281588,912015
845653,563454,400234,478927,16479
940277,762992,149084,958816,485774
826080,580276,303467,83316,830896
701032,161631,612826,198182,278451
372961,191221,33007,802906,816541
333794,980236,995437,633157,944077
293659,531369,587192,132059,484247
399033,643233,784971,830399,615643
180272,609231,747420,998913,395925
306289,165929,809342,309188,554070
286968,150478,343724,866325,915534
896441,663340,900460,134780,789641
572362,159897,491720,790224,386374
807872,356979,309435,661404,692920
698224,707298,970615,269399,467776
724908,418505,508154,43913,757389
540064,160018,794851,938443,715225
753821,813426,168607,688855,667726
945728,325491,119605,44917,984139
815730,605370,754975,477949,481081
486219,524483,482499,170049,729470
267633,472103,797429,739401,832027
62816,64575,179530,16662,763501
72729,167713,507537,209327,612251
958297,759519,56602,407152,622782
226835,177977,360357,107485,823645
652999,980918,224464,636778,480453
29422,391345,277778,683494,439374
498207,814324,776128,974382,198604
198484,327448,595354,677090,268653
386057,999781,748785,697532,497705
749724,719468,265731,610865,271415
172218,345885,811639,979266,573016
783348,722252,817969,920333,587362
873661,601652,324397,256092,158896
636569,321577,519378,292005,426751
979752,583985,420350,919979,208048
334497,154730,267150,625540,397886
500694,581733,179780,260480,650682
122321,478385,729751,752239,412175
202266,545387,501047,734496,699869
515552,850733,718836,95535,14433
257719,799316,543670,615332,549593
474903,939253,444140,873359,292242
552520,622106,829515,642563,424124
681499,582017,625597,881164,108895
588064,107365,257728,839964,257405
210392,475999,853064,234479,545636
566012,842689,215529,643577,461273
69827,80108,818925,455760,286710
39039,135561,518187,387391,799143
911945,959540,528053,575503,189666
862707,125689,125828,902258,529925
579554,567746,228227,995368,596891
410927,147795,14330,434242,185896
63472,570272,117886,51995,582178
382768,719597,55625,298770,925435
12348,693331,954145,617865,535731
136298,950065,426424,125430,766788
345214,15382,970915,243584,798904
835937,517586,161059,978025,85028
715863,405078,256653,161554,194140
512150,820491,320043,313162,654712
193217,575710,184667,205242,815435
798657,588705,50758,20553,13613
227870,705263,27864,773845,158395
869380,393108,207229,375967,719929
804687,356784,564321,159580,256459
561540,218760,76886,937555,492731
963679,472449,88213,875571,651874
427763,316835,549141,860367,193489
103494,539821,44246,730573,938061
40774,80228,704672,687056,157299
380356,132791,758485,859490,281187
313905,469740,79518,839267,554559
509452,400638,43578,469014,654669
867161,272865,137604,822061,678077
131666,288674,493155,767399,340918
587852,478714,210432,176156,280899
492218,875002,883496,87051,843404
685991,414268,272380,420605,689342
511361,801463,81772,599515,757471
458863,842635,719120,780853,687427
639972,919074,10208,780282,859660
938165,645578,954713,545717,254146
281679,670791,232564,205865,858146
184791,374661,303101,49401,636178
512652,381006,423624,831048,128043
565906,798187,642474,398377,402240
993156,954174,425496,303357,447406
554431,48208,307487,292728,287977
950725,413273,399561,101117,227722
408428,942177,66139,782938,96377
851046,225868,626557,946278,931160
953759,775627,46682,378529,778312
442775,844004,835398,146481,731526
458077,492137,306008,130303,874933
827074,399356,388686,476043,480804
28859,38854,266406,857653,420356
674480,370017,622294,447435,148786
302107,309870,663412,316183,541681
25717,899023,522282,302400,974919
885177,604056,989746,723589,564891
835470,615416,791279,599083,589786
213177,413763,514593,545691,940409
462091,80572,751895,104482,411482
509464,823895,849821,85341,34294
844721,360994,18115,963071,534335
428745,822516,666153,61334,101139
982677,193768,755297,166606,163476
809306,41854,719192,546212,894860
854211,990844,273071,933580,284061
324964,101402,403350,360260,671504
515729,817663,763635,447391,19278
57207,944568,484524,273641,899797
460467,966200,483052,946523,901166
864757,759250,304293,233285,725257
297125,57492,782730,245554,353052
444815,423161,165742,675683,852403
167551,511368,259907,133892,827958
510162,508576,358929,347451,455977
755590,635901,24973,479245,241097
394658,64491,624190,399078,726470
826506,313671,461697,498471,178026
190545,918936,884531,393405,324589
603057,377602,776789,253699,428077
918131,997172,439474,979938,975020
219781,145351,986884,527412,893920
49830,670197,595103,324290,437699
774573,529027,819730,641134,171674
467139,463534,213211,858199,34250
990833,742804,190270,813609,588955
837170,989020,674012,284357,739769
645952,909436,398114,211011,735856
70709,903068,64441,863388,863624
384537,586976,862009,386762,54343
440375,711844,944574,979238,557396
78507,335517,232771,883837,456731
192076,628314,491304,313748,597724
331950,568187,425493,572357,230002
959675,899599,627408,809073,780922
294024,850324,346349,756667,475700
423513,359326,394419,11650,357923
705919,968628,807947,822614,896244
952753,244574,511034,700693,379395
848848,855818,351722,294788,40140
703407,211936,247567,753109,652273
996590,314022,656316,351945,570516
546819,528085,283741,15536,447402
818767,37646,880626,172301,864123
829262,553558,265106,762808,370727
515196,478276,860111,945293,966045
988721,581439,198775,749058,728984
50787,744241,404125,774917,310854
985553,519438,822001,715119,496390
277609,297592,255260,145140,822295
552733,641061,70032,527115,980794
946071,961329,131067,427259,461899
642282,234025,106905,237417,139373
72819,535883,364901,898234,590685
482346,399485,393450,330233,625231
686897,359172,245469,610945,496663
785566,361480,179601,620517,768121
355736,757546,841227,761016,844314
743415,163185,876948,470522,326757
468092,75481,63239,937953,703321
505767,92130,536399,111866,571751
314678,47717,910976,747176,845713
819053,88079,900430,564112,813962
422467,156139,202832,612941,633709
456272,681602,747986,194410,558808
651429,834120,155749,291467,393065
219488,965010,93007,744339,248284
400697,486067,55520,621075,837807
751911,296473,311333,346600,436673
633022,855510,959932,870724,779978
53569,624601,14453,261503,115028
884894,279919,95437,397910,984391
155947,243747,716783,399097,67471
943483,763226,614798,365263,493059
802985,797571,840454,247767,150042
924205,829695,317712,938443,590019
246223,829826,802173,981128,902664
17175,858614,524319,245503,691638
540908,953191,204524,919351,379616
243831,616222,776681,201666,241291
551565,753894,253468,427841,340643
693006,13681,257901,748569,214937
683781,507385,662878,557973,378197
994199,881061,374829,884378,490784
112107,59421,418727,129991,269787
435362,130180,633129,62182,791006
849743,831434,231655,54676,860139
471745,273084,676815,924315,289032
295455,200652,243885,951494,243054
12627,260061,656086,742289,956899
935756,443508,888575,741323,534415
920507,997612,916070,342365,113347
138092,871742,204980,528722,601232
634615,334430,101189,696566,127162
436179,408860,662062,19821,791327
855868,95755,103663,890124,865002
144485,89404,132431,642157,25149
588507,744002,312796,534617,43333
95463,276593,335459,254551,590805
264199,919994,272875,445345,735072
242934,365545,232368,303278,413982
325597,395374,586972,485793,432873
642268,736811,182301,202649,602898
981862,119473,279936,194664,908564
720645,845547,660461,138520,18109
124498,288920,946796,708705,914297
686201,923625,779084,987921,653339
13716,951850,271389,80863,327774
245031,21547,75369,600509,82664
418862,186845,546246,816120,119445
827895,353768,915423,777606,318146
122491,829327,63497,970800,293741
823786,575128,852656,914095,335740
519636,685367,86767,744035,519876
143466,919830,327838,161099,138860
983440,756901,500683,642188,702353
704408,646891,550493,447604,334901
564251,640769,234984,15076,473261
491199,286504,222137,674200,392636
792054,145599,265869,81130,189170
509414,945808,555244,42865,158912
77870,913718,924437,228423,398170
591239,423613,964973,711796,33007
880043,301428,990789,513608,663861
633359,947605,288486,265126,667466
463077,179332,329252,121599,486288
663053,947987,382671,351734,175502
43969,168583,233026,452112,95682
817303,186420,562972,308665,273763
266135,269855,10240,239301,153051
851065,527983,628720,202039,165387
898450,959749,887544,65535,500220
683611,151077,828794,727807,175076
989271,362873,378087,829747,994253
218843,726583,555818,493961,220615
442667,709905,175390,139937,996244
738275,370563,443789,56705,679754
762009,493084,889510,864190,206274
104860,210286,112485,270266,428478
93352,16445,930403,436456,308366
96877,266329,24920,458023,559722
601350,415631,779998,437375,499558
370578,360893,389414,191938,919614
337711,66644,803225,468314,833166
42458,293619,194822,978296,608169
236764,78712,854370,534056,219170
593667,12021,396226,140115,12729
645589,585115,399375,875861,261662
999249,88884,217934,120391,296330
644174,842971,353533,885148,944554
165395,141688,849517,160942,695625
214947,198265,594808,722199,601791
183668,290680,290401,439902,367990
29736,354814,426648,646846,360072
132107,298030,404251,132776,812312
559390,948553,269067,880163,352680
754052,701818,724238,274420,331204
170498,295907,612874,861209,676540
769607,379909,583226,145481,797180
126718,296962,24385,769155,908927
131131,823251,995089,884619,772306
114274,920305,397511,31279,218415
291135,661536,925753,518116,186663
279938,194077,993615,496843,326902
546756,593464,907519,802262,202438
218504,172718,248579,126991,791507
444937,982142,456697,570063,211049
101259,87312,445531,54796,13459
961128,883899,828425,537949,424222
512234,697782,492823,144259,85218
927023,917246,939174,366707,799659
716598,472430,365683,186066,185137
481006,400284,905219,243109,570349
283744,209048,306547,564941,97087
757290,762827,877376,169416,74607
780930,80311,563427,947423,94160
879756,246693,82613,89714,176135
187791,725593,687234,151341,254043
136632,158364,623927,434110,122787
760613,142335,789477,651561,923629
714581,294865,107790,355550,694017
762151,343162,546551,558656,402846
439194,743921,606701,20490,524232
430898,327990,371468,768440,956695
656962,928504,777181,46599,890088
487768,242173,400991,144384,361135
718628,442251,106267,826387,393631
256945,883739,257910,822719,104260
731195,840703,219674,868012,479503
232150,533331,253161,179060,106564
188370,867277,176300,472771,531972
603051,36645,929858,21401,252667
846578,145377,624470,792034,730529
869656,374496,779891,298840,357682
185197,102132,440543,771467,927767
233641,631719,787570,480372,314675
36241,61472,187554,678075,861727
224528,183221,592095,216536,240944
927809,299090,590660,191192,536179
122759,752163,596899,146315,475550
881819,257528,748351,548685,407550
746229,494055,176642,592428,44222
705742,196588,262759,915899,894882
496156,357719,609931,208864,287572
42251,329582,412748,443787,928151
691556,442739,788424,421591,529989
876636,285438,542126,324727,198133
79755,372802,533700,749602,783082
313607,54508,415265,426144,60604
630028,247615,230811,415425,270119
161437,23778,37614,843450,563305
867236,663472,33336,338350,288165
674207,158332,478556,55215,954096
805365,184529,740123,287066,864844
636415,705364,871449,328654,686992
921510,837571,441165,597559,708163
472933,822808,435451,147768,564590
374005,980771,368413,504054,257576
350417,991585,207740,621620,38172
434509,61713,834259,690862,228656
112861,13104,682387,353471,665729
732839,950553,16015,702559,421866
138340,389494,343146,506439,203921
178658,75791,394809,481139,884221
652577,391685,595759,33920,634513
867432,695118,863185,350263,649369
630861,414384,433608,666419,793752
591981,688276,263508,251994,915245
54378,345819,221622,812392,755961
947218,246598,507993,222899,695761
696946,620291,762364,519639,709904
489470,228334,998870,193441,248472
414481,998477,471078,336401,965167
620097,317390,488753,369278,929341
472814,860122,215031,731761,58134
369329,848215,574421,548345,760553
936413,996284,648401,720401,287838
757345,874990,298323,763862,829715
234243,344210,374673,95568,362517
17905,861365,372873,277153,832217
505456,530289,39722,575369,672228
545865,722870,860280,110176,845404
622392,285940,902214,526684,517173
710540,694680,490106,933358,510705
701086,683578,202140,660020,622123
314648,161703,11751,548999,670007
822764,886898,846373,829189,915486
20077,500357,130039,23315,447806
985586,673229,264109,146556,991216
584357,149828,251969,846868,337786
193157,54835,573041,146643,865558
123446,387855,854161,544792,82111
901248,978092,671009,363355,363160
180513,768461,232900,288849,643002
820005,892996,764924,383232,799761
893736,788510,763568,566606,399768
906605,905667,14628,390141,479225
594820,329912,390107,748648,596933
142514,769915,174918,219768,985010
215384,766974,37318,945310,653967
14550,908637,538349,98108,311749
512174,755127,681037,890357,626504
878104,155400,351747,612979,208426
470797,340406,178226,70901,961269
618558,120474,87276,486486,320469
62001,277957,794819,40408,106562
72535,405126,617585,381079,761716
463180,949402,264872,359192,651992
897598,90421,985012,932096,873214
964449,566918,206899,937732,100855
286686,208794,30310,791632,866762
910286,989867,897769,736045,853870
748114,548612,832404,962696,205222
552776,660263,133512,179889,891762
795018,628962,971415,419466,210919
375113,225171,306023,253970,676975
805027,799554,393583,949331,321827
300315,717241,517138,747502,165066
225131,825278,55515,65564,437037
301579,746888,157444,95291,455849
403081,175049,479414,301628,696107
944460,178317,471390,250041,33263
246771,347739,337669,585636,860025
598766,966860,843945,822197,382174
737923,496687,28644,576937,257375
668013,336631,64994,108690,509144
910880,757978,841857,252415,970201
957844,699927,943509,306704,128720
22010,588226,705529,998076,502091
946424,893968,578920,22906,364093
54281,180550,211420,675213,763428
719176,490804,539144,748034,133099
778802,118427,524503,43636,975249
718329,763859,802137,530138,297858
692066,464403,13511,481186,311036
476738,976134,702624,590949,416400
175754,836283,928269,953314,634839
362790,819800,448495,371975,900567
221383,966362,731674,821162,270271
498119,962974,793703,429231,887137
881849,254978,409708,295995,970443
323243,107908,214533,806429,742968
944705,224319,124717,841232,843785
78865,391884,82816,272613,385351
881077,50863,411545,864924,524843
126390,332242,671877,797173,510264
364684,415435,243276,843383,662418
749643,542138,259601,229912,255259
162767,712267,257232,834729,780949
538027,19551,896536,845859,751375
639798,854842,287789,617398,21422
412953,550483,877076,53858,549439
109496,512798,953136,818416,310874
103492,387647,549297,382333,38062
796740,818715,124792,465886,246410
496042,609866,229556,203507,865305
711614,537505,731769,599942,306911
698854,795255,209782,482383,885652
917364,322746,63817,482450,384716
481874,725494,94836,743473,254757
508260,256323,430858,181291,601365
858591,235842,375453,100487,544659
830514,425367,131190,14968,585757
366699,456167,296707,400447,576768
197488,624217,722203,42529,357261
515814,154562,941365,652197,699195
860199,806090,145778,528737,742328
156272,368378,762362,268951,745584
82303,947200,43383,203998,862095
199689,473939,356026,179472,975152
906989,327409,812877,496479,532196
620277,997883,572523,938682,168848
556491,550848,264323,839859,359213
511392,260503,924701,423957,50334
320204,802216,286917,872122,110953
963805,275203,822874,297161,390485
154901,78156,850069,908393,938205
222513,538885,857376,716917,617619
257594,462766,374518,396842,956526
711457,585669,533286,733554,76215
353481,133350,891686,995230,876371
537336,176557,696350,658735,250879
53120,450111,856433,443545,150877
256188,873969,965689,259097,33087
848450,775942,417734,40055,404663
96915,488810,480550,754470,655060
790058,928321,804603,172705,823212
22313,954975,112533,302500,822196
171154,39110,997173,391767,321478
132731,682284,761780,899559,562707
364130,429583,688233,13278,987584
921153,409765,77500,312614,646611
244013,579161,265045,372424,522141
438301,847755,268537,804325,365640
930802,635861,949973,731998,892995
574657,364040,438201,963257,353647
545989,410281,417161,160816,335677
779384,183050,368662,892581,988332
733309,54214,699265,655923,192694
713956,491004,852722,738494,274651
623396,289833,24246,727966,895461
901434,287855,547411,355744,553635
200001,442024,994616,107670,327056
745275,611327,857500,829191,38719
73677,742998,697984,661547,95638
146423,985614,909341,861012,113894
640605,684193,198448,434849,92212
949201,858456,408495,876161,358544
926585,764496,740446,951704,280050
661826,439255,912304,395556,327062
333613,947695,968339,783574,707110
280127,140352,896497,279487,556041
721480,273717,689509,670832,356772
634491,978517,688451,148198,763130
308543,602763,427217,708451,718594
413299,69365,221655,857567,540329
437445,449021,246841,15075,720300
563698,156847,659485,727770,628851
26825,724301,290848,753399,209091
582879,224867,275382,306329,327574
33699,541674,936036,245076,36601
107030,332092,776262,38666,653661
243226,153331,806117,23349,821864
955719,702602,841410,672092,201991
517249,205649,18704,726100,167993
319628,953981,629380,180612,948875
141127,350271,585351,551685,354600
782214,103447,685336,623498,902971
456394,486914,745919,212717,634558
908925,314256,727583,476545,409260
380339,242778,310872,295060,16018
804422,396551,833220,771072,965874
226041,377804,193560,275307,914967
29887,40153,482473,51524,155235
486524,37946,324558,762255,213677
718717,125931,721605,860413,586983
490799,624654,881724,471562,567378
595048,844241,142232,649482,117771
755692,376462,210755,210658,26647
127387,377891,244361,713514,662602
706476,322364,246214,906639,449366
926648,257944,764876,519049,747732
54798,201932,286345,268473,706664
949265,491268,46703,155715,279453
823952,363452,600916,196959,952558
97937,650094,150305,851958,830263
301837,376085,395082,784793,117272
209508,188578,642144,750537,655945
754118,594076,559616,994251,59344
338648,137674,632752,570907,596161
888341,905340,43483,919621,368285
351107,506092,186297,831316,309373
126875,981586,504588,614876,228683
394574,816203,405599,816434,934880
619411,246395,126275,19663,508850
936459,303993,435254,286976,335393
181587,825498,486162,864319,446220
595460,655635,691558,849857,553843
723095,925224,70018,762601,831808
536967,505453,385504,915151,122188
408051,772140,423816,231742,36088
873701,325410,523516,600658,386573
196779,260440,841848,522067,189341
354299,410408,319783,577626,67023
866158,761895,279501,230926,770144
804577,383232,816035,514899,562821
910030,300953,158829,557453,675618
701623,157960,924222,721784,569168
655576,966060,668191,15391,584376
124150,722973,254223,341849,683660
617609,910006,112555,334308,730013
178005,905351,385490,594504,137839
552718,588628,592979,850896,991332
536853,532413,307517,83703,238901
137448,212839,814451,554753,625608
583137,341577,335338,68147,360876
925379,250468,59809,906080,865143
888992,49124,176907,519409,447734
867403,446777,786595,719797,542177
320322,712398,975868,375291,939583
133577,878226,353106,183986,745979
347603,705109,867380,962520,365486
995479,199485,329558,998032,65689
593302,775751,381309,490368,399031
938480,834709,280107,973045,650530
25914,846021,195366,550832,910224
380556,85183,370389,160513,852886
766607,469702,346096,859865,815847
701938,731301,451806,623351,845506
58814,620898,565554,389060,662390
29358,479190,742301,717637,666937
157163,716556,944176,931997,117619
334991,179470,530749,14189,915768
428172,406096,257929,496315,739355
306511,174438,258675,410829,925849
601269,52820,48216,201825,58362
496962,342631,533879,177068,830730
708390,284470,59703,343941,499138
918641,701499,781007,651283,633211
166284,309568,915154,472544,65334
930726,894277,738730,570396,443008
620041,144953,383985,848039,335394
142291,206984,552476,104009,731871
994259,597837,257163,926877,856360
788417,646531,591931,651108,942847
745427,787564,872940,997073,688000
863134,404622,450590,53427,662598
