OK,PK,LN,SK,DT
264199,434772,121688,892360,113830
480149,73625,244065,682463,812645
491239,455464,372946,70406,197177
401669,187214,70642,660469,335960
406054,860680,470646,875217,357934
641737,464022,636599,481978,338316
541292,827976,569995,221027,96420
814865,110701,371331,165832,836912
790552,754351,871470,662355,802364
762217,483718,714502,577584,595498
405479,946680,814984,871664,309737
380520,164276,988975,369440,167590
855831,626960,922657,580534,872252
131680,440587,433496,571022,308476
466829,971041,909127,976219,404766
248807,337012,239924,296212,845116
886667,350545,393788,85143,722987
319121,374147,138017,956844,328746
92379,157889,197197,317789,998100
25675,399239,154878,809258,39993
200724,885984,34995,316180,320030
541067,419175,698085,196083,593711
357990,537542,972435,706784,789234
240198,37254,336170,654531,994952
125984,16554,545403,818874,655950
604685,554277,649497,131143,609092
172257,949025,13925,708196,25653
355989,560609,745090,309828,835832
231357,299887,254130,32948,769688
970098,107737,441769,950374,497684
517534,48138,781808,291937,677620
792699,623812,156525,897577,456743
134950,922422,83322,654851,75797
729759,453634,456524,522779,943210
709600,510559,479859,592513,691721
584859,387123,202499,74389,598379
38003,312808,254649,60900,275887
296739,601270,99977,775206,175980
212883,800529,350033,663837,575099
303454,300336,362075,998584,108963
509443,58703,241901,799239,863522
866990,888768,41871,931495,906651
442373,300431,423088,529716,55496
656419,643407,509436,992441,595040
933694,349048,888263,143330,38005
195337,318281,335549,17734,765350
629645,387826,671417,120928,213147
110130,924425,446410,235703,639191
511775,48855,289664,887827,596138
460680,509539,556902,545497,976964
447586,877139,438479,632488,590330
932917,537563,926020,11035,602575
795774,248511,712409,590777,230437
33500,482174,587374,67217,756773
250299,650705,955152,791318,289299
678901,702912,83298,550492,729438
489936,95669,691284,555106,737110
121139,511277,401477,626388,655735
916349,669983,210925,59961,481909
685342,516934,79343,818060,12745
140309,695323,850014,133463,88042
244476,972658,262814,136251,228423
762350,356264,442051,466262,643596
51919,450667,643984,921173,684759
983778,808097,83757,925519,853480
622141,564070,387746,615233,323254
232118,254628,512848,165771,626516
790384,994302,382544,949290,11792
77664,992499,613052,116507,968666
905173,143989,610698,672206,852629
346270,831672,782562,940761,83209
431316,209447,949628,875021,518176
896723,458392,33894,319870,779728
233844,777862,640833,167494,692458
82275,623320,624827,355412,974743
59102,653207,560733,250282,248362
271081,501368,908546,907750,226768
991355,594092,518925,960349,526607
343569,268914,99075,619981,94841
556378,498131,634106,934345,568332
245239,908811,974408,231925,682270
806754,948884,316487,36635,51228
481730,703166,978592,526956,257448
752671,162407,272503,991664,304298
98591,718418,700387,543637,139974
983984,524125,519852,346217,284470
958037,494685,879511,235792,358778
278778,389915,73996,430397,33434
783829,228931,303636,510412,968715
678253,204557,578338,50739,211094
743520,623942,905021,22712,247770
457019,140554,485190,315784,30270
790220,520370,584805,823128,90878
862257,389978,564213,186046,739369
953697,189339,792879,460072,930147
796150,696907,994999,210438,988770
999807,962249,606168,847213,805901
192566,669075,327720,945979,133269
463781,516932,308513,715216,191439
905391,759771,188340,602638,416805
960297,80770,715383,780339,585486
463522,950917,194418,376984,328758
880114,119350,755517,386949,422758
179194,882766,26768,454578,850297
465491,13143,862045,943577,662950
908613,370802,595645,843727,364256
756379,662164,277929,111804,256297
177881,626525,751443,150937,537464
741499,881683,579690,704455,611261
31352,157307,242258,369328,68664
190444,910539,865636,947333,664114
789236,199737,206156,167161,783033
90235,230144,591112,848314,143466
528684,484791,437250,418216,701601
704405,396714,867932,375097,124716
53883,814333,846922,350348,281850
140362,273582,399165,48266,306608
640217,617722,444613,150562,492030
360360,195647,120210,128300,16695
175194,914861,269586,424946,820492
741366,202349,226291,434724,151286
275770,284872,747075,195705,240374
183331,885787,485605,236873,738802
612937,880620,651565,29514,589934
153192,393159,537917,254556,274522
520261,572172,191445,393936,107577
505303,742169,147169,266576,379097
939799,279936,213694,126946,717754
536552,311790,785177,280098,345196
976505,245907,369504,783084,297786
422096,548816,379876,916273,717866
537850,37004,250793,276800,847865
56020,851769,306971,284669,691313
811334,828781,157838,98978,391886
880533,865239,792992,283024,899467
950399,458093,333118,628790,379151
275385,104535,615821,269807,121244
350236,863593,135123,414157,907090
391161,289963,882647,148670,464719
847952,873337,711671,994903,377839
573421,488559,226499,100383,985709
382507,364562,68744,809998,928201
831960,739054,350166,280500,671067
489378,412774,947051,40567,589684
279813,849718,30016,370317,302931
721252,538651,815610,104222,598133
611163,50618,516050,274256,487157
592377,798920,553498,166354,476893
26569,275118,524099,498873,221863
898582,368083,681926,656027,536242
802872,34843,513492,539982,773259
932086,356885,632227,428950,165605
573385,161060,465434,295167,161473
90858,357015,301926,66361,249653
931554,140637,223175,517857,18735
736717,298660,718981,574614,318723
348124,308500,39691,174547,384423
840188,705929,663897,983926,210285
145689,38810,291658,459763,35418
607810,143026,557873,494875,839396
580917,807605,594470,984151,46734
330381,961271,256356,762491,304539
664278,132330,723219,948040,105751
978235,414302,842461,579779,512129
938768,933763,289701,220971,630459
178790,733087,590186,959984,737956
659474,414731,462697,887923,653110
417253,914338,577544,471825,830855
785564,387270,739593,207798,839771
156658,140903,575932,48762,858622
112397,898925,46786,32379,543814
622190,433955,465672,794816,11934
48627,907095,712136,491187,789654
96154,952452,469698,559847,170511
789563,515136,240256,663555,17981
479238,155850,155879,172733,360653
592447,710353,295040,724218,69032
61305,840217,352363,94333,469551
961061,925690,552839,25230,613011
605274,275297,376564,907876,948953
779761,502535,584777,823993,383796
661793,882948,447840,351421,180687
572687,812953,574001,241512,404684
243525,359325,649238,510740,556792
960580,713801,403415,318460,574748
640388,536125,523355,554993,342954
244954,500142,873975,197707,726183
827018,981034,337339,90938,120941
814008,320128,641704,231936,857459
441945,766439,637463,778501,765250
622451,50034,512114,767203,996580
422020,911460,76317,413610,535265
612555,640473,391751,933399,874901
176299,804906,513768,617675,93121
161475,184514,474068,409077,651383
654693,974105,412772,245294,693108
322561,927196,152038,720255,498795
940855,207196,779451,812609,12523
655820,43559,494166,418766,930348
737136,439530,389859,566101,496391
125729,786110,681140,21629,195111
771272,890631,179331,922111,886545
286382,427813,37548,473940,676581
964555,163232,607868,759087,446243
264095,271133,542099,543472,979294
706066,403439,703607,426697,45431
997783,377421,138837,90329,171170
692883,495687,251936,391245,43237
930491,818906,580331,427464,182653
934675,119087,820504,760897,794158
51256,537790,52981,866846,424814
799900,652426,197577,263513,637558
984350,477611,53302,200930,854127
822429,690498,416573,764704,494886
506182,442815,596861,222169,798868
528032,693668,400836,358917,895575
706769,199333,446197,308727,100465
130482,517026,637808,333449,505250
996249,886484,186635,805228,214258
459242,653833,939801,834828,225525
993465,559661,346451,833524,533749
83129,773941,265192,70493,296344
604640,566942,352319,610830,111444
337877,446339,55054,793037,204582
212115,594392,525454,513774,615091
638070,529679,438188,893394,365863
454307,71075,990419,832548,108665
441229,633267,838970,194090,744115
967001,683282,738318,724124,869981
493571,857190,380581,172357,96568
207626,469818,226052,178308,891943
668676,11620,800456,184816,869177
883834,429610,559903,739062,538618
237341,360788,310656,487091,984091
192160,847957,311764,145255,471307
208168,811475,297794,727253,331188
949267,758712,564693,394642,871464
360271,789244,752701,27203,379001
530653,883991,730244,61533,411945
365774,610547,373905,693154,906937
708105,831332,278859,876555,640301
330986,217818,657589,835747,958599
116451,54168,743769,631958,333178
454514,81344,315692,529233,973124
967672,862712,466169,836566,585065
724886,395050,241525,575958,125107
783102,890309,466327,964174,961155
165262,699625,154693,316973,853323
84840,346967,702042,208572,208675
685703,379786,515926,14773,742017
834480,279201,836125,828164,321393
863230,682990,19593,573049,868971
595801,499149,731590,54903,310345
104504,283487,192179,511994,701227
880936,473351,101931,96490,753881
204077,14379,478428,584902,245314
861969,829274,357006,248873,765346
383030,784180,505035,966854,201959
415671,444510,164299,964202,112317
130502,952517,122764,223882,667259
937668,854498,845053,454159,39127
719652,235135,173506,772809,15273
859744,994445,231488,189370,18931
800808,119481,573838,997066,705209
344203,303106,800734,687944,107486
342321,239053,593977,23557,834427
680264,304613,895326,619499,753195
905989,90056,444094,503980,191973
806192,162838,155905,952280,91909
505962,215719,847234,489739,587767
889451,29187,777825,221612,473976
45929,713595,549335,663778,607902
119000,798698,704511,893924,151650
513538,599714,781409,682527,410437
484773,530803,88902,402768,543872
10103,813033,29360,362356,844773
893722,616527,641590,400176,513881
586060,518781,216215,799189,678150
844170,608432,710974,577540,28354
796222,939534,130391,523831,941410
629988,142936,113704,795757,418444
109832,362628,943385,599630,536678
569183,816008,931225,402917,510383
766305,301046,870855,726182,510893
25067,826274,59387,187441,599965
190606,426452,837737,804328,146072
98718,796013,679953,999317,886945
183736,666699,349424,458460,309099
365490,499788,452993,452105,390212
668411,234532,822927,277204,818914
975034,539496,793011,987256,695154
334613,848789,62097,521641,600965
277877,742189,999949,803758,505966
464091,675748,342059,608112,254789
810153,343102,978054,257792,596219
657301,839263,857313,181976,579550
655106,544347,564885,912560,513595
605304,982065,612772,144143,144675
665608,163311,839498,166042,361590
66464,642150,996203,949961,554886
134026,263971,904850,820918,341571
152709,71598,617289,434333,121404
927349,704218,97246,716242,828396
917317,648966,119092,55952,64227
527055,959135,187308,401354,649671
514980,54413,781347,799826,829539
209488,718806,737262,404399,250163
834348,296843,846983,98556,70372
224024,880487,896804,810808,141929
552101,833235,411199,858326,289199
264304,475319,38237,684696,956882
697043,861424,573273,579372,474142
407604,990892,643131,905904,629111
908287,160789,741064,569117,891863
889328,626542,765611,839317,758713
578456,309912,390620,904110,577836
756526,842589,532359,640475,307970
159135,92527,668580,134837,759904
756550,770864,238287,16967,294312
837043,646093,171686,249415,11297
233071,185193,312701,294077,376927
305183,70318,422237,322737,263075
437395,83512,736883,486212,198245
636248,597560,510312,605180,916139
384947,241372,252975,800492,244922
319610,729075,415844,398438,133619
164632,751398,430837,292882,71991
427804,83386,687593,564487,992996
920730,171597,573691,633700,452896
989499,610823,606336,245840,745340
503990,652748,275684,600019,397013
385681,88531,72450,60901,293879
685610,69731,641432,815801,759322
250608,227119,550614,712436,177591
332830,631115,13818,387828,108504
423088,920805,462005,616869,991036
29347,292952,705295,378909,761488
623786,483477,809811,599624,891092
885327,949510,719807,941654,760605
320333,704054,655137,513814,913899
19819,237599,892559,798353,613360
880000,986767,921848,846511,397384
711614,662478,631735,172140,189660
232145,343554,421846,57313,689051
124185,851720,684213,730687,737506
290643,718797,146138,275724,405880
449607,451251,949695,523043,936372
395732,823991,445984,245124,691561
56906,93901,378217,503335,848373
412768,590428,842684,686066,257717
208194,486125,617632,441983,116138
360620,366859,984985,467031,33020
183915,514640,668958,90617,848764
71119,619615,803613,516194,446745
440994,822400,770527,971194,597111
287109,510579,94977,246601,984181
213105,650592,626553,282141,228605
246688,28711,526486,384544,249644
201168,625580,566403,988961,605904
523085,457557,829148,704285,805698
338619,851103,631454,496708,55725
703029,741119,421551,953777,735754
108691,971508,505773,844109,749401
162543,46831,634749,933148,803229
723068,312225,350486,938012,491315
314473,590155,637278,967029,689191
850793,884187,401546,212515,470075
706665,400009,460849,592072,589485
157692,257429,266662,851363,10657
130082,842539,190903,431759,513126
222087,139324,560429,18102,489330
977182,709620,509485,340455,325545
769667,170090,457764,92381,247391
998040,61465,765771,474821,285974
600335,851892,256769,364195,662765
876211,913536,225928,552076,997990
943254,896663,228898,889904,496172
602457,475261,308194,610536,989557
718986,325872,308793,198439,53368
548155,33594,682360,679062,178941
373172,535541,310543,52124,676508
206112,96933,235504,719264,457395
408600,438479,386272,654672,674746
278603,886866,547726,514402,944336
830431,844767,206149,734373,98266
90375,526055,209175,569623,289054
800702,805410,116584,735865,886146
257555,537680,287248,537797,193818
348686,128950,647083,93345,83416
604071,819271,884666,732302,901256
960786,904138,433705,913520,775834
127334,306170,618115,251976,835548
356494,906447,286137,752500,528372
329855,911206,289669,435473,174730
476806,588785,150354,295690,327554
629841,872466,947574,804452,61699
418373,309699,246545,443766,259749
173986,391149,23632,678386,247862
651676,492589,941260,632396,23294
267443,236235,393201,196333,274832
831772,80784,450378,603540,266899
192374,461164,850583,667582,562495
993276,636533,110912,750493,444900
365092,42517,338604,105835,965390
306764,946742,420799,310419,608092
231504,324581,346635,126259,342449
156689,190779,821981,728057,286372
630365,281691,544483,704973,382468
362797,149382,776983,956235,365577
746429,919342,161325,543841,764624
886550,267824,809151,324288,525488
142253,176636,828749,864447,392682
899767,690994,90412,420366,434520
112292,526601,522699,829300,227984
339357,765668,276671,630988,486393
463472,361872,715821,930230,90592
114778,531795,217360,894833,593973
198642,739273,186242,851056,714997
82996,404888,725036,156533,514489
58891,981328,594741,774171,834230
439656,98217,34230,299855,42329
524199,293763,37024,217916,249029
690122,486198,89488,909838,301135
278969,816743,243637,834783,24234
602914,240317,393478,358008,62617
536092,86818,544698,874020,125841
365292,681794,895531,199823,313641
775869,632085,26968,975571,488112
935274,908393,274253,586891,679880
104650,263783,364034,163508,846091
845579,131989,169200,221942,625514
243726,638613,95095,167994,725793
761647,325760,741410,939524,418916
176723,192754,682743,921631,661790
806641,357380,481712,876024,327278
794473,325576,366408,474912,104451
850036,880793,517798,465243,633887
570951,262294,22812,736253,880056
778521,252508,248200,767568,39230
965136,183467,872384,425651,452605
441295,398502,427734,390521,741333
315146,778662,668092,878202,920725
165212,271417,83885,125271,80146
267876,650672,878183,859672,677624
676553,870719,771686,874401,55785
332248,181702,166380,823183,592235
777119,178119,662315,815752,313620
475431,769261,291874,597500,930363
384090,577362,794073,686794,644928
277179,829230,475653,571341,465361
448405,268161,539546,384024,867415
972133,374800,686256,734387,453942
759411,782626,83967,32952,623103
472835,107047,935878,599214,472514
755983,482468,437362,76483,918408
218554,933441,321425,658731,374738
419914,643902,857169,184439,953624
675793,641238,368187,842736,441666
975762,264491,340720,126374,607849
609002,538419,964535,354433,777344
402242,532253,619311,734526,460504
426178,367801,840059,828987,266587
556488,766495,825305,963621,824195
241607,21217,603761,719020,329251
871982,324919,619426,448737,177819
851811,966124,659145,589426,616111
493716,846276,976304,35588,946081
835686,490279,555614,11563,943096
616013,158873,760785,977636,44740
665736,451728,181272,167738,598339
474993,911667,786385,295286,686872
955414,526571,512892,760154,242683
544005,341778,712354,691709,250129
51834,573355,186913,336245,996878
555456,277523,644706,911271,515264
243506,979643,87490,457068,437868
51043,803638,350871,48792,412614
749699,95950,942755,724916,741223
987430,866314,192883,308885,708229
402599,39490,84479,195483,911665
659080,103853,182257,647044,986344
757711,408342,309885,790290,578093
331871,839976,285089,194034,387499
51993,788442,826883,323431,839704
602841,398060,902832,159604,784115
707917,786695,392517,664010,416176
404810,14195,113049,163160,873397
394038,883711,448181,483665,240875
629991,673924,894605,399954,789116
836314,81464,56005,949766,893172
371830,976237,990684,449237,731918
288381,927961,146640,634290,689582
326857,747140,945990,357794,21780
102339,212982,567518,589439,947195
672535,659187,372749,30801,634230
106313,981510,769625,524100,382982
242613,691837,221660,11839,449615
236047,155057,604848,186692,215967
624379,293696,79064,703520,481736
987917,453022,618635,326538,612053
488175,430389,441707,859217,989138
658700,519052,577292,708919,954743
250788,905429,74132,711682,860358
362759,73071,696790,842234,761979
977825,544250,635800,831988,39757
611821,62744,750761,239782,29818
207897,869103,419488,322644,561781
601538,815728,127529,56284,431446
602740,410034,512235,402712,327704
608236,896324,506558,411421,393125
263306,882554,418607,305084,14913
307415,969023,105059,280490,851326
57043,171954,103902,770745,279680
740914,824557,694617,550607,155690
372250,802494,455189,213971,976668
124262,978626,317086,984995,771765
721754,153464,501123,860981,324426
293364,103048,698792,283200,998254
132972,933825,784669,789094,965218
208023,426184,245375,962735,987628
262344,597374,594534,958248,718745
36575,342508,64822,791657,348074
440195,241043,579938,296667,557087
776048,843070,160425,267412,936135
107865,923564,708529,522860,816453
729901,927411,193030,789749,810738
294124,85278,816920,243034,717803
198207,861975,565557,402730,398657
532597,652769,543044,387097,162976
597117,572763,71465,825141,455891
184667,685471,365055,496263,215391
578098,98952,823787,963926,558005
446103,738854,598841,652388,63262
330550,262306,382974,940430,796179
372789,579624,942599,342713,26395
188091,880378,370551,70119,716116
464445,715538,12657,952496,589896
707220,600921,87339,28054,65771
611352,358800,146824,487192,63268
362528,24484,469716,533159,128881
915806,225175,785140,55891,283282
78138,535336,581044,467227,448782
903091,318649,649870,50771,905726
402868,448040,395825,716761,836275
707408,631822,870811,225209,108857
536275,384433,374741,73552,495775
463754,561132,737555,399042,952362
548932,386648,978872,88642,530566
238194,402357,191311,645581,960893
711863,634808,28351,59391,671361
248863,665942,647384,655029,796904
789357,326318,159641,560735,539228
428429,157662,467691,548086,248680
940672,101961,746575,841619,615636
487739,341634,87135,635467,617431
938083,504977,249454,136351,919239
135061,928984,963511,678375,805714
480527,870528,276467,303154,814907
452719,953959,329718,864563,56547
624806,357365,554985,736548,421474
904164,802590,900232,627765,324865
517365,580871,154356,822432,817321
715195,951054,435996,358687,261378
313876,636398,538459,884025,849870
948184,709858,475923,162425,60064
736956,115967,537437,737289,210626
81900,945033,268750,826655,601630
317887,948318,897784,303773,15187
770252,369085,901393,248756,985534
997149,325178,588311,661389,512680
81679,288579,273439,354161,81691
535355,931156,208427,707389,533198
270719,735807,935993,430756,357032
104002,143860,243718,905523,656421
464450,595751,882320,881671,453739
948106,866483,520555,487741,335633
679855,111904,196004,118263,28245
196932,506604,670463,166952,642408
187395,638962,211591,20850,382645
646028,584399,887809,152682,116662
752584,713123,222357,285541,305196
761466,335915,317027,845624,652551
337171,643563,139836,833212,697546
201929,466655,863211,243982,460365
19965,278724,686190,824146,512898
492410,311154,723178,876903,760656
741479,687231,906321,891035,532802
55099,264172,657978,885839,216106
238798,816232,914021,737881,211906
497547,772898,806913,368065,44408
684082,357220,483459,294355,141022
76953,491848,854300,610700,707033
293781,627663,397666,819285,979396
869669,381653,978438,996004,595509
65740,54754,793216,515117,942548
837178,664748,758684,563743,890289
428387,350007,927765,405969,256022
183969,292411,482807,183663,882976
959028,115304,100981,933080,416915
600957,574225,722444,315400,175996
291311,622406,83245,589282,993894
693045,139766,667831,935070,217946
658149,287571,600069,921919,937973
169617,840675,631497,153540,497958
568061,147530,511674,440446,803098
167730,188692,871491,83357,997367
995706,262773,753869,264751,99663
