OK,PK,LN,SK,DT
421694,322998,313831,14121,40206
819858,919671,852470,850904,51627
550849,299174,902345,937671,827347
337562,891397,352403,896122,588280
42449,161576,41774,541178,243086
337387,607887,541786,149081,344780
41464,689550,384975,807020,427850
175921,273532,51996,198377,746737
342469,35855,769715,739548,268664
154454,234859,473083,146880,467869
381449,473969,414935,794929,527869
566749,261611,174604,279640,55621
913512,787142,615708,415484,19081
332023,165864,598037,158398,320808
956242,549715,725484,695836,905428
30117,285160,482805,321019,54314
571493,180436,502129,81995,649145
49564,385385,717032,891515,509829
695314,880882,747575,991533,876105
991629,382242,225816,459994,242647
273499,730747,391992,125625,22108
511722,641912,313051,660264,379020
826795,117240,295299,431360,884378
183864,74545,538450,983100,857989
598875,763656,501678,546169,888092
691981,18074,257988,415627,119895
917828,94456,791000,578300,536201
163442,681784,840478,267341,753297
348472,104273,469111,273610,420575
274216,204621,946536,203463,993084
83775,63785,251479,532576,483769
646148,453348,157283,821909,263037
370237,611068,677964,555864,975487
720187,78867,45405,564167,657842
234997,652443,691722,561992,987936
532008,530546,643885,723677,285632
758148,541155,880179,938212,534999
674155,417511,82757,773900,167438
568099,562022,115479,213848,481038
148649,91553,985265,180610,431250
538205,732282,206870,87836,227009
817595,192255,900353,129785,112329
970016,368060,526746,12199,369766
221992,565179,78298,379138,149697
60336,767734,796068,446553,324129
362656,127995,309377,786893,608034
653355,412740,829841,858389,394260
69108,421956,768087,909728,417851
186690,326417,924379,242480,160043
535195,341950,586711,400539,974400
878555,136326,756193,459884,186556
951844,519121,385558,903231,59368
662504,952036,151444,947633,879464
230832,351608,782814,603315,354096
173408,10245,256729,698553,738635
486328,367262,388627,813072,397963
491537,399946,67901,42514,883411
629997,487037,776513,295783,992074
84483,82072,492304,167486,329726
452407,779886,304574,50860,480227
560213,674239,149676,265755,154792
503619,336211,701277,436465,801504
56449,461979,468877,391953,406849
711203,833444,725729,523443,264479
323578,585973,255080,510921,40237
36177,898602,259873,152261,763373
508875,550233,832402,932228,916556
890372,142932,402003,670811,49982
798842,420764,205042,370627,322877
938805,924116,96150,963955,161845
484834,680786,40679,170533,488879
242175,277793,575561,952382,525685
248293,901714,719131,872970,248686
87050,78839,556195,161317,48792
861319,675080,558429,147824,560615
722746,137592,709530,494823,965754
311411,188045,553415,910511,135777
313237,749863,154332,44506,62799
753597,623263,19981,729315,982268
309239,358776,114371,846340,889712
496772,964904,325471,587632,713695
108013,843583,293527,822611,398356
64039,74018,977607,616619,254206
913061,945075,674368,534260,107169
313192,95681,429664,806522,948429
574167,205962,786785,197474,617018
322360,191988,824581,231958,800845
938635,103382,648813,216929,485289
686863,352388,552330,44915,27093
50927,98082,889026,214944,179186
638159,645712,760100,25607,564506
221896,224271,308685,550648,196663
974266,719096,575944,219513,321640
765374,336614,723414,515224,77289
231867,920106,13696,925510,559767
692613,800862,583922,380757,278321
768449,417119,910907,527987,191222
786664,200812,908468,710547,974259
621858,13780,855766,428318,272689
356826,475984,374199,970309,479678
890788,886502,450867,35924,224320
571338,679120,192740,680330,952432
478925,651228,604424,310079,365387
139578,263776,787866,136857,529718
99812,823340,406903,870657,24678
812338,314974,249394,542859,122642
86358,865580,929309,530404,166354
164358,415145,70646,448285,461282
211718,534086,616016,297628,991992
777676,419169,343282,400179,499217
927459,935210,618102,289460,744977
944000,273972,911306,784636,868862
697276,653422,543457,768811,351913
720596,644297,419464,921407,626180
509454,994560,915235,183325,968359
752607,969338,482890,375713,830322
476425,117117,109977,283616,282638
628029,655768,683257,438019,658864
49150,745365,375082,991506,402262
517984,353846,211315,930831,404943
852176,874033,266762,295742,951393
60856,687428,500230,551315,89381
480558,955458,327715,281154,877530
882435,492179,579702,818524,84680
605765,784807,899383,775219,659663
454502,565770,64674,917608,281019
357848,566116,758347,918681,699472
573000,933210,96307,999062,476436
833250,339064,637787,732026,506122
876529,877225,914536,888913,679935
632269,905351,872295,461015,235561
39315,715598,408169,43316,446951
745229,512970,808646,308011,196048
163375,810039,491777,422701,80953
866177,72331,99778,646830,907209
887820,487783,421903,252556,163690
714062,705980,191407,480583,719880
304138,83734,173323,763827,207746
895311,654567,950579,701629,243252
84158,144300,209068,44066,741104
577595,390462,608995,272153,511611
440305,622982,951338,447352,985191
378280,512613,983228,960898,649256
503016,525645,321363,473130,82235
621443,136250,744909,536692,741797
470313,523677,265724,497831,909138
349788,352277,208640,40667,182787
252691,815366,68343,686825,494937
873371,838469,910894,801665,750187
746201,588152,925796,189519,765604
178286,909274,128957,362918,835533
408238,164073,708212,946344,320849
82463,249309,191665,930252,32231
973553,821362,609723,94250,199055
664025,261915,404192,584226,948584
71948,390391,224841,761852,902243
333562,597598,662107,277361,803922
787240,876938,940750,417346,233230
394462,944420,153114,392347,576235
500356,273182,508084,50428,248346
181575,912222,508047,332521,476732
785857,425357,128836,406012,42135
857569,194706,670696,153609,921289
78286,764936,810910,726083,415733
187044,456322,607522,956644,226138
415129,866653,519596,768919,829201
87639,672714,129300,373858,656856
790576,425056,139276,801711,549198
103331,334722,656211,682469,108479
753113,640937,602969,726085,13067
44127,768239,406361,833531,611584
651726,655748,121597,875358,228089
429301,147882,509297,402818,813460
303979,293180,924213,13316,280789
912443,406975,905131,314789,749320
224476,21531,122472,632832,736020
869897,657903,365138,612923,660614
543820,982935,683019,126122,218434
216860,401985,184086,171761,477090
55252,385075,501343,356450,273496
872088,842010,865701,472965,423271
263202,56924,430436,892200,355260
350622,757974,924782,454626,590460
830886,302492,131644,300055,713335
509348,65173,191426,406688,319705
540951,598748,245783,463356,338410
26007,811910,74307,145898,908791
262882,129267,788169,647003,580483
564873,849784,536562,830996,872948
728688,811809,898459,361961,892124
444250,879980,315328,83434,68851
825649,57941,438908,107732,210596
417484,393327,899962,722389,899205
402867,613333,528048,207103,36584
21043,242444,831817,925998,551935
381209,868150,803688,456786,511594
880412,220728,912279,355708,771820
970752,291923,714738,825978,185569
84062,83576,201860,491294,216867
536171,494749,296549,900826,557750
627224,945814,933279,379400,344676
585334,934307,358683,54145,459500
565491,266617,971804,339666,960048
868376,640583,193120,446133,883271
216250,289542,356786,395064,44854
496572,214678,152321,402828,396666
709683,601243,245575,503276,817065
23005,121641,354352,600021,137691
732514,205053,584994,193342,11469
501035,492336,522452,670456,756873
690653,859652,16232,434563,878686
541618,912240,683126,317419,930790
459498,551162,356864,288607,623100
813096,592912,357008,485035,552024
264892,758119,530495,550512,559357
132457,709068,58278,291454,954756
286698,173191,624674,535386,989250
133679,762611,17943,957432,946941
983288,886377,269916,679290,18962
763942,533557,823824,20386,292482
214082,250134,193741,522233,232838
551570,281435,17869,57252,316336
144791,370323,982467,608073,714976
117997,334108,99339,856275,852747
537628,700853,495962,854540,592700
594664,868672,878936,490622,41816
374050,241468,284410,504639,328753
859444,578690,558907,809215,750303
666679,438131,294138,268394,695235
534881,752958,185021,954017,929755
971723,450311,808719,947431,607565
676970,214743,404571,309280,964358
901909,203121,535982,386933,61141
565125,578524,931512,107138,834890
762702,163007,111726,243667,488930
384047,791104,387953,457313,111541
146802,591657,504345,771929,246404
644735,989426,882118,135933,139347
206580,346075,545898,677902,387607
909221,954007,689666,59962,243964
382462,520927,556789,12776,610464
504398,276088,553012,656199,421511
708856,930382,258530,205724,674142
943237,303670,178405,314676,830113
672046,255514,862122,55706,964361
343355,113741,550907,703407,311936
180216,219399,563514,136685,834011
396333,362422,399109,188283,176258
735672,736282,166918,495124,956395
173616,35651,211151,22220,565796
711117,537860,770593,284866,624672
589396,324178,176385,518373,321241
634819,203487,227073,946087,286093
973026,619517,904441,78189,724605
424858,422234,839340,621733,164507
660883,537199,167022,513140,115690
491249,538837,468681,147236,109323
893269,171633,197789,53725,43817
599059,993431,480289,203048,980366
92993,528282,360412,22063,683012
539944,262543,250992,468862,862442
476808,345546,858635,695970,423413
811048,273774,243638,995849,483068
12835,795049,425538,288209,492643
476288,93517,624693,340733,18673
148947,847518,691146,205504,744027
835715,50134,350823,207508,810731
122182,373553,820100,671831,473846
70808,204199,42897,303549,249577
945555,254590,676788,696567,447158
433262,813681,218138,189146,124013
497347,815066,591586,957011,921007
419427,351317,215139,556087,648373
346850,486724,612069,148316,830240
183806,823974,471584,498353,206842
73152,647949,237318,950782,590185
542102,797638,844319,825572,218010
264240,12566,902685,655488,294005
775711,781824,805651,252306,129380
948868,114718,246817,343488,57477
679203,602250,725928,509309,331040
280857,579238,171340,32288,346999
814436,711445,102531,375247,353505
925630,407320,354711,141926,675691
76230,87546,201766,122714,551121
743975,257500,55550,781014,221100
447060,908708,408789,495050,748174
322846,211352,37015,708196,564297
465333,524127,822218,416960,986951
849662,532782,209074,27186,24301
872866,926746,247923,770530,259965
326969,125025,331273,715961,892412
36851,193897,185094,23204,36245
98802,415109,825653,808297,643476
635909,989357,70852,887794,696515
596758,783795,655149,14226,376554
346724,513112,980166,140849,720472
327322,557603,353703,877796,490158
933989,229687,282644,517562,858798
846768,552000,148577,571460,773302
670834,330710,316518,613269,417819
738321,966577,25480,721157,553353
48206,703265,383114,269270,400570
537422,817205,839986,636686,72681
645873,615886,292763,306893,347111
800751,488308,761434,328916,368013
344761,934208,570846,424538,553852
817925,359206,712288,251773,658429
127339,610524,670893,518501,532414
438988,72865,482548,199177,844744
254306,121583,855217,755645,971647
404032,907445,688204,43741,329872
927781,940779,881481,142925,310192
358531,398747,642214,181051,53214
123895,453566,523944,459294,288843
941560,314498,188321,734812,614935
633130,652646,634589,779662,615814
944115,395994,765509,214152,263844
115071,526398,842584,151546,694573
907811,836058,730229,710289,626201
458227,194604,903686,563309,43890
413388,501175,643749,353876,752493
14058,132572,786824,327362,49384
282769,598566,207327,283457,457640
367565,977626,185799,718146,413001
814647,530478,267116,112260,627983
186756,923337,625290,915798,806954
850718,900458,873356,275369,693817
711468,218419,302236,164640,721653
998501,806279,311671,550005,865551
357272,295079,599979,485437,662379
856614,795942,639898,824987,753558
70321,609284,763272,495221,93205
818573,343954,339153,642280,918682
205088,737771,579233,365440,764286
286148,731308,439200,153943,36888
860675,322063,326500,986116,761153
629672,836770,317995,20231,465465
810429,35132,415460,798061,642358
580362,377426,202956,117079,682703
62528,425701,980204,857280,300856
655612,109960,545655,399374,201867
64387,188048,720544,161106,480694
237848,142304,815169,755750,625052
272465,949266,832294,294751,731360
916621,524949,217660,280406,55685
715928,735102,727808,415076,228744
372466,944754,546516,208447,408971
127863,23354,688465,412938,750326
16402,838231,376807,541207,297911
25624,706567,319831,70638,19620
799015,144161,35769,45424,333350
249029,740017,69875,382763,173954
477251,610461,743947,233627,58380
356831,806644,739032,863871,800504
237628,477514,639941,940961,93920
725647,321662,789415,221794,623858
921157,385883,105963,844739,356506
751244,407547,870567,836067,858749
34850,850644,864187,772676,676789
925866,105201,84220,404217,620610
447635,762242,58075,531786,145776
475421,254310,950073,635816,396223
759968,670680,805093,157936,559087
132866,870703,913294,163007,341433
197070,891480,292902,936057,624774
628265,309625,711416,97242,822800
603795,677829,126747,528195,125753
110892,423421,794718,858674,24634
79458,664522,833589,490354,605485
472198,874299,367211,252354,494896
333558,80765,311025,579781,877073
650101,916360,61370,133713,403234
604239,591360,188505,419056,713678
332345,44665,972522,927302,162850
166551,449734,527432,362183,936129
520441,250336,677523,456977,827581
364122,372170,868123,29925,848777
701882,165994,41840,748870,472510
364920,44551,870500,792245,574210
142556,333855,977225,477154,95977
293739,293390,573172,886065,283701
331683,866500,785543,561252,901010
696941,655234,116024,43633,779490
818545,955238,535032,233304,765069
870968,753559,730153,346788,355476
675579,934091,701741,119720,427126
343057,843504,774991,345063,179202
624741,749051,386365,247801,541319
833806,969302,481267,906934,894297
345919,460482,205624,203721,837602
486993,268511,506871,41671,182658
660188,825730,40444,687250,727219
742893,324058,166708,227280,409419
680429,764919,738402,133098,320191
757866,692418,215189,703594,998060
157690,56261,921529,695441,896438
693604,235341,682599,607405,965776
166283,716853,992423,473972,60620
461727,947915,95131,299922,780701
536033,265160,332538,319846,22065
157110,15198,442944,401937,808863
982982,112288,961912,753852,118349
13438,845444,922728,874191,317472
446196,999365,239421,685352,846733
365940,429601,38620,326685,596451
535365,323533,402467,726265,542651
745608,17005,774484,664862,927592
784099,267588,220490,976103,978403
720871,627139,78187,476223,216124
368820,736476,953032,882971,967908
844081,920154,268587,993673,161322
437206,64329,576756,385902,837856
623897,644652,315992,121121,402192
931796,497612,470625,868380,524577
793922,930467,881196,872515,242420
862611,547136,789140,163645,583678
820540,958804,764543,287697,575507
590422,755664,994247,27251,106256
896607,766748,925979,161240,334850
552182,382142,506563,449543,868008
253907,959311,293690,716839,471255
182201,473461,783410,357765,954775
173670,674119,357829,633726,206483
755989,709370,179152,806164,497105
122496,302644,226131,520937,635429
792038,109109,822889,455130,924455
933815,647859,802130,410806,234735
535874,64533,622422,239065,508241
252609,84848,942895,483926,593725
658841,670625,60181,16491,725618
215523,134717,716567,981114,713485
541216,665162,21852,917849,841230
535300,700071,254502,284391,790673
695410,329271,51612,568776,217310
765648,177073,589607,896826,476089
262923,260360,414806,879319,378903
668152,396700,470522,57742,826493
703945,471780,625366,86267,638144
952580,474859,858731,617861,915677
506744,623417,813996,811603,761164
159669,776815,88424,757267,541182
527279,554708,943704,130048,449348
276961,150977,855189,958706,423817
846358,219039,511124,213258,796706
287343,666234,354888,487826,265401
283326,143859,511116,222165,359784
837322,866183,284937,536378,487877
544536,632361,14707,88949,360356
247487,294257,148777,303218,894648
780614,936683,44145,18036,412935
368328,906687,708387,462552,870793
978481,303985,941127,41134,939393
766998,237701,690917,575576,989256
664266,794507,683291,485351,859656
703689,235269,292441,455740,255797
273636,568960,121602,906961,37371
732785,801254,269329,76429,119055
114530,718826,120486,929518,286719
971428,654837,200949,881982,883113
137901,263192,792755,540685,593791
413760,827356,204110,598769,998611
417876,696626,979803,461251,610973
531272,887472,919317,477426,609302
419457,628925,845117,495752,790618
249839,977977,352854,698187,410959
245309,429089,270006,94420,787636
172870,504423,760282,307997,49404
640626,87926,123169,840246,865110
325920,201611,89230,383935,72029
330356,903002,811545,650810,420771
618973,232115,49731,320570,304134
49429,51434,209811,754359,986001
393719,778455,164513,252779,624984
106325,428792,851808,860503,858319
163447,259750,394052,988139,343598
889475,223783,539530,933223,411221
558760,766463,953037,568675,383756
803150,548220,489693,368987,34800
628128,621998,60197,921767,674307
223429,965647,930368,456363,862333
358651,722085,937240,237651,583509
679110,808924,110680,33268,598049
622945,700388,985423,512739,24548
663549,270249,109344,755517,150649
433108,838770,64395,903556,260207
492520,150310,184148,464858,758725
585102,831787,710699,225693,386413
774159,866447,775744,115081,210973
530272,643519,911311,843713,138494
215168,745410,675591,901151,733100
68083,222512,27796,216056,922469
63924,209011,337623,778096,542403
714801,169905,637081,659505,148619
825302,106218,732443,156848,251331
57095,365361,717057,707229,737002
764336,937692,43375,805107,216805
119198,272127,463966,381528,627655
333571,132305,467588,233563,805177
89849,677995,438638,185016,128919
813103,48747,371255,540989,234175
202838,625701,555323,343224,407080
251768,180777,176992,267529,608673
525954,893059,308590,728628,588373
451002,734693,370753,792105,151782
147548,462945,52655,701961,767273
279319,113767,25187,520596,639101
260260,175250,919152,83149,684875
376845,682369,72078,649525,976184
411613,426257,325299,309910,601033
359107,173835,713386,546594,151143
733655,995787,74959,882191,755314
340143,374178,399833,193368,286913
967312,210908,401715,949743,73693
473736,639846,70778,495228,997316
589678,988553,24388,601994,289365
90310,419219,464324,876835,912855
122618,559493,398220,130243,537955
134303,946167,108257,853548,448515
12215,485634,706360,247903,806322
767153,938011,478505,318320,872311
35204,816021,803622,699607,727605
507925,131923,702459,209446,667705
562318,392270,363518,747545,702009
714999,71704,102362,225147,601803
226582,219159,255213,983339,530801
324010,83725,225968,130955,364059
331996,900490,745521,952856,936800
421375,810323,522506,842655,747726
676086,873115,187703,381923,772262
794493,650106,634221,576110,729470
310659,309935,371857,456756,297378
402508,350511,116611,90121,398779
825343,119347,335590,112542,487550
627930,460398,542950,783840,718982
157050,57381,447638,330670,376805
525481,326002,986863,457352,823714
682980,608603,906583,95360,786410
963261,354694,533912,477863,665548
619492,450737,956203,953271,784103
839821,84805,768377,642629,867806
569239,506944,30510,150716,51505
579674,461263,372793,916072,700588
978347,260418,85894,496610,728090
792410,714333,443553,956143,689048
844264,985378,586694,891392,208095
823548,939371,798811,197824,963285
514327,747406,912031,355073,785233
147792,560198,978083,240909,264114
916912,19085,623092,888665,94723
665794,794829,94208,226577,963670
201564,965965,263532,666008,357083
454595,607868,257139,789499,285395
164852,437622,425900,501172,399835
61561,350491,349417,261732,190295
738042,496429,626615,30941,216021
97553,708747,203061,623168,113352
545898,451032,29382,105446,454453
399917,597562,980672,404688,199903
106643,201778,878993,240752,869540
463252,494518,754295,431740,581342
579596,125618,105437,623147,813806
160390,588597,419732,96502,652812
358842,558592,491080,428991,13321
243541,857067,567531,42278,420004
345008,565971,331907,793900,998157
30140,65915,191149,828263,866496
468151,989409,540652,869758,478767
183733,311713,798016,536566,634676
198010,58578,132648,526789,813501
540397,715184,887935,168172,312833
281496,820887,758341,505645,576822
52317,464413,362283,677676,886841
804752,525909,749924,18996,558926
287737,883354,666762,518194,830489
347692,256912,454432,723270,516678
712770,153859,36443,228207,758985
564552,570077,391249,894649,162160
853529,130051,860484,353143,513069
363436,21670,831492,770909,689088
46639,871467,685355,288594,231958
524044,288005,766443,635716,336843
375290,756791,489691,88727,835572
573913,474362,184706,15717,653826
132359,94953,599528,313237,101330
875776,53037,340408,663404,758776
476278,440157,368780,551073,487235
950388,363020,652154,668961,670601
651639,71689,683826,807967,71605
673069,611952,394065,331879,243031
261789,855734,21636,477961,112944
62675,307568,316670,833648,815970
557861,796916,544055,765882,836178
246110,462637,107511,847059,702986
353638,395111,395455,764437,664156
50465,461017,231606,639625,90420
658869,847827,528601,313887,133842
735276,266053,45823,639312,67200
590385,595481,708624,800623,764556
278433,91521,759105,300504,882329
230863,834110,437495,742776,764750
970248,643720,779145,509116,472071
464374,65326,768046,680912,309535
852890,505406,33080,480521,469294
705116,426879,129323,549786,274688
649556,474475,681965,136063,22549
23218,357234,20917,994166,835079
61028,657546,24434,447378,394903
358952,114824,372624,914875,657924
520825,882937,736049,490840,24526
183084,686258,883287,772156,669917
841597,937730,429545,458582,216112
992803,330359,764901,969216,117043
95513,202963,643272,442526,713621
481818,824332,248606,614678,162913
437968,870772,339066,789445,450634
676782,597810,394088,723476,682335
849757,207348,507412,199236,277999
539626,536320,434383,110461,115760
877097,336444,98119,440394,816628
573370,730835,948587,722233,649692
302137,977370,17745,622950,298847
238762,279253,130047,535030,587451
703383,584465,540493,311885,763315
301590,713528,108734,445186,308236
374586,392440,750061,692416,310425
226553,160317,851665,520301,879521
997176,43263,108084,730537,672345
609439,84791,510576,708667,775319
466503,533840,599490,687379,486623
936760,742181,353175,472749,29921
326846,423039,150152,723950,821356
528451,738428,682164,582695,216088
20257,595464,501663,439077,986283
29661,328050,113171,281847,733275
578107,356817,418643,496826,875818
827107,546206,657560,110942,304727
202068,415809,958260,245856,302505
137223,417686,819607,153180,654828
340061,775581,64818,432807,900620
107148,645218,866231,626058,546292
141525,94865,588582,427823,163949
755717,526738,25994,894273,140321
254214,619728,821186,543717,681688
250298,206618,880538,64581,422434
747791,53598,345585,508631,854505
991264,378506,925693,506846,734021
458703,956461,649553,921078,617632
551705,338919,87184,413499,76853
97362,553981,492436,826738,924703
207956,424133,25377,996597,570153
530888,787414,496574,36356,806285
283377,925101,483433,675595,845754
58949,757981,292425,805958,489590
356691,216188,539878,474879,700630
277407,946335,981067,192256,593782
594163,781488,671912,363452,55041
646236,247455,452230,273607,888959
30730,171219,290804,448041,766110
240121,124596,909197,10627,878654
333604,287391,707873,115125,998781
871418,349135,641433,112922,908010
933764,753726,907078,714056,56147
346868,877264,78888,553417,557552
784111,516440,528172,578378,54007
32232,729586,723010,275444,562835
165229,781221,994590,208472,248320
135114,901837,974072,242742,128943
319118,647035,793855,718148,770446
207692,223548,906905,433061,145460
514937,365148,28881,209525,763940
831644,61768,992713,401407,357204
768517,290564,152310,243539,324067
392538,643510,405117,502569,518128
28221,946906,568585,16207,212137
866472,21012,212235,125036,661884
702251,865503,276586,517381,771349
552284,31700,986818,534572,272050
738549,993954,997719,101696,754813
647138,874128,156815,440184,395287
837809,742838,907413,217888,526656
374729,807452,478105,324238,465047
879140,474923,568008,538209,462400
363108,247657,241767,175152,57484
759449,900335,491746,60067,805624
915415,949184,643131,290367,994901
845382,87504,171156,855981,960342
752431,923496,915246,647021,423102
928708,769043,282760,779723,871481
409004,545251,528919,236971,537746
915491,441615,388092,66623,253303
903135,16060,710786,795593,201753
246062,914455,995029,596119,735950
233795,82283,788165,798273,897812
192076,431507,203309,817650,375173
938014,493072,379675,74220,361271
104669,561907,256975,169717,150028
401178,844367,560289,68133,777912
171883,490223,463792,751172,737846
939464,293567,680868,580639,363534
645564,199346,521460,918276,570475
359396,809439,549824,373799,835237
957746,519675,145672,257644,200359
114120,283755,976835,740299,793776
91816,918274,10259,992896,351989
289734,347181,227913,555695,826142
449959,127036,267046,890224,843198
84040,438991,645910,334255,922525
491420,77358,849336,356899,697135
770669,66247,374115,741086,710732
69330,878800,834890,368580,741347
774333,526333,635610,746416,523172
788069,218438,322020,103440,611688
12447,466092,962117,759026,598874
308754,783378,419799,738427,387380
121729,325723,246119,187153,360614
68266,983105,727953,997489,488308
400146,755355,154131,501249,910142
35295,132976,46184,461022,201806
915079,707725,486596,132249,28450
473837,708864,974151,180601,15585
160819,709102,225397,157045,320992
428650,149805,458837,723148,365711
535881,376334,124981,511429,970893
743642,107254,943292,130037,84641
983641,604633,914785,170865,503212
715239,922056,437822,242195,598673
240823,694808,959397,359327,195431
517207,30443,556562,300168,363714
533207,64611,763763,126741,886464
720391,807604,190238,550695,971532
843900,641072,776526,50202,606792
429190,679687,664797,209191,458858
182237,638407,682773,691559,997645
139208,796613,97207,486981,30072
262248,822285,623191,831874,920854
841497,619355,443890,652896,907955
711286,509565,972994,89135,921118
585629,341910,79066,676623,795560
547106,419555,414619,578063,433363
330242,760833,339010,975415,470873
700881,651617,289025,193160,957726
131366,527687,99300,959509,442300
927350,554357,630515,469055,915299
810704,347896,85222,444463,382979
216948,740925,30392,859171,638575
804757,310343,854442,569752,771353
801788,351148,429152,973493,771262
866713,412199,114997,33083,127853
863215,199557,33707,640369,655427
428395,12161,214395,499478,247837
917300,968821,869371,890018,496635
288378,68569,567448,469298,183347
253443,231533,694169,362242,47833
515718,191812,937390,765898,130832
778953,611373,19211,841122,800523
883027,686670,771236,327209,282062
916158,104360,509735,555493,839675
865594,277727,959845,599337,369656
135843,417477,396691,298046,890094
110400,880297,64709,507411,730701
557337,67653,941719,818418,21096
727815,429041,849075,302888,117996
695339,202469,571793,185881,520958
927081,706384,793939,943809,840065
670634,285027,742182,758450,488833
266959,603063,610890,913668,351327
987474,16448,66342,902043,197983
881338,336960,363515,808272,877065
50288,784528,373037,468278,370473
719567,836775,340341,892277,738361
686538,801295,817001,84383,821693
720030,48570,103273,731638,136734
836235,702029,29418,675724,966778
223590,572389,448940,769144,258670
371405,309195,779878,379651,427172
837188,801139,727900,163660,296742
998772,780279,736092,733914,712592
143155,520215,757253,653811,787051
361706,200579,543108,417430,496181
443268,792511,250516,710362,850661
410690,345869,228724,142507,999817
129622,82606,443092,804255,839824
985792,128217,607763,450790,114531
617683,205743,636805,319933,675776
809837,436098,675778,182567,327280
282703,71955,487434,62289,424445
415587,25690,64073,593306,580248
896185,195990,777975,389061,964825
462225,286012,58678,559260,659247
201292,367683,922603,632241,100647
549023,44520,18330,500525,232850
220502,99839,921348,222274,162214
51495,104274,939716,524906,501559
680765,689588,704878,493173,550770
274075,343668,642287,847038,77138
942742,659383,700744,797174,868141
619586,943392,437989,763232,862640
193372,244999,168774,984320,710593
571818,651580,531405,950416,458025
998190,879202,367053,765052,609092
220798,505277,847654,917256,645743
328350,88181,150343,70898,798019
455720,180872,388981,365714,25590
726858,24490,105495,685141,556151
288985,843018,180834,619903,259251
242972,992463,902655,110605,419495
461023,510246,111926,921059,350461
826884,304009,839493,390940,15060
570161,470999,648438,951122,474404
755035,126982,974792,422246,238532
320843,253415,847764,695500,77955
720195,558945,259028,749668,477471
566075,904955,295993,237156,76021
145626,117726,517434,824673,407617
608096,310521,110024,406708,224421
140361,24104,148890,665495,256074
289790,81503,257646,770777,53009
609264,861672,95174,864208,350783
89605,90721,847754,338811,385464
224928,983101,320669,285261,549140
189154,949743,456013,231340,24850
